"BRIDGEWATER ENMORE PARK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,,,,,,4.54,0.67,2.02,1.03,6.00,,
February,,,,,,0.15,0.47,4.50,2.13,3.68,,
March,,,,,,2.84,3.43,4.10,0.56,0.84,,
April,,,,,2.78,2.32,0.68,3.43,1.55,4.27,,
May,,,,,2.73,0.27,0.18,0.92,4.24,2.30,,
June,,,,,2.61,1.24,4.06,3.05,1.12,0.56,,
July,,,,,4.02,2.95,2.00,1.33,0.30,0.67,,
August,,,,,3.54,2.64,2.08,4.30,3.09,0.48,,
September,,,,,3.27,1.33,6.45,3.64,1.22,3.53,,
October,,,,,4.31,4.54,2.86,0.85,5.68,3.19,,
November,,,,,6.44,6.01,0.99,1.05,4.34,3.07,,
December,,,,,3.21,3.81,6.26,6.02,3.42,2.49,,
Total,,,,,,32.64,30.13,35.21,28.68,31.08,,
Calc annual,0.00,0.00,0.00,0.00,32.91,32.64,30.13,35.21,28.68,31.08,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,-0.00,,
