"LANCASTER MARTON STEEL YARD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,6.32,2.26,3.10,1.14,3.58,2.34,2.56,0.79,3.72,4.87,,
February,0.60,0.20,1.64,4.77,5.17,0.37,1.74,2.60,2.92,2.52,,
March,4.08,1.47,0.98,1.45,3.27,4.48,5.02,4.84,1.14,1.96,,
April,1.56,1.51,1.76,0.53,1.64,2.22,1.86,2.34,2.68,3.96,,
May,2.41,2.27,5.46,2.23,2.89,0.93,0.42,1.76,2.94,3.08,,
June,2.68,1.13,2.96,1.82,2.93,2.71,3.21,3.30,2.53,1.36,,
July,3.40,2.24,1.51,3.53,2.20,6.62,4.58,1.22,0.34,2.63,,
August,6.06,11.68,6.34,4.59,5.19,4.31,3.33,5.18,6.11,2.11,,
September,3.44,5.45,7.57,4.97,0.54,1.05,5.04,4.20,1.62,5.21,,
October,2.97,5.52,4.25,6.59,4.03,5.20,3.85,2.12,3.90,3.51,,
November,5.94,4.63,3.42,2.06,3.72,2.92,1.47,5.35,4.14,3.52,,
December,0.22,6.25,2.97,3.99,3.98,4.06,4.98,5.17,3.68,3.63,,
Total,39.68,44.61,41.96,37.67,39.14,37.21,38.06,38.87,35.72,38.36,,
Calc annual,39.68,44.61,41.96,37.67,39.14,37.21,38.06,38.87,35.72,38.36,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
