"KELLS HEADFORT",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,5.98,2.02,1.52,2.92,4.42,3.02,1.90,3.36,1.34,4.24,,
February,1.66,0.32,2.38,3.55,4.01,0.72,1.94,3.84,3.46,2.96,,
March,4.46,1.36,0.88,1.04,1.96,2.76,5.14,5.83,1.46,1.58,,
April,1.52,2.92,1.22,1.14,4.34,2.63,1.22,4.66,4.60,4.22,,
May,3.22,3.00,3.48,2.21,3.12,0.26,0.16,1.94,3.94,4.40,,
June,3.59,2.66,2.45,1.75,1.84,2.58,3.98,6.56,3.18,2.01,,
July,2.78,2.00,2.57,2.11,4.78,5.66,7.76,2.92,0.30,2.36,,
August,2.02,6.39,6.78,4.68,3.19,6.72,2.08,7.54,5.56,3.14,,
September,3.38,3.06,4.52,1.65,0.38,0.64,6.49,2.74,4.16,4.08,,
October,2.28,3.98,4.32,2.28,4.35,3.84,1.76,3.68,4.71,3.12,,
November,10.22,3.39,4.21,1.69,2.79,5.10,1.54,5.04,4.46,3.76,,
December,2.39,6.32,2.30,3.72,3.69,4.44,5.94,3.55,2.60,5.82,,
Total,43.50,37.42,36.63,28.74,38.82,38.37,39.91,51.66,39.77,41.69,,
Calc annual,43.50,37.42,36.63,28.74,38.87,38.37,39.91,51.66,39.77,41.69,,
Difference,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,,
