"FOUBRIDGE UPPER RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,NONE,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,5.52,3.75,3.82,1.31,5.12,3.07,2.87,1.55,5.30,7.45,,
February,0.84,0.52,3.03,6.40,6.99,0.48,1.93,3.07,4.67,1.78,,
March,5.15,2.29,0.69,1.81,5.04,3.13,6.88,5.65,1.95,2.56,,
April,1.39,1.61,1.46,0.80,2.46,2.82,2.38,2.37,3.11,4.05,,
May,2.20,2.56,4.84,2.47,2.35,0.61,0.35,2.06,2.56,3.65,,
June,3.71,0.79,3.78,3.53,4.16,3.36,2.35,4.33,3.31,1.27,,
July,3.42,2.92,1.59,3.46,4.03,6.78,2.22,2.09,0.58,1.92,,
August,6.19,7.73,6.93,5.54,5.15,4.84,2.78,6.85,6.11,1.91,,
September,3.40,3.95,4.46,4.24,0.31,2.18,6.47,5.37,1.32,6.27,,
October,3.92,3.99,7.37,5.71,4.36,4.86,4.23,2.24,4.06,2.82,,
November,6.44,3.99,2.04,3.55,3.49,3.50,1.61,4.69,4.43,2.10,,
December,0.56,8.62,3.04,5.02,4.50,5.38,4.74,4.82,5.01,3.19,,
Total,42.74,42.72,43.05,43.84,47.96,41.01,38.81,45.09,42.41,38.97,,
Calc annual,42.74,42.72,43.05,43.84,47.96,41.01,38.81,45.09,42.41,38.97,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,,
