"OXFORD NORHAM ROAD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,2.03,1.62,0.46,1.98,1.76,2.79,0.67,2.02,0.55,2.77,,
February,0.74,0.00,0.78,2.70,1.64,0.12,0.39,2.50,1.34,1.97,,
March,0.78,1.66,0.37,0.12,1.70,1.43,2.48,2.76,0.71,0.26,,
April,1.00,0.75,0.72,0.04,1.74,1.79,0.52,2.03,1.36,1.62,,
May,1.62,2.84,1.20,0.80,1.45,0.13,0.21,0.83,2.19,1.07,,
June,1.47,1.21,1.91,0.56,2.87,1.04,2.28,2.46,1.26,1.04,,
July,2.82,2.16,3.44,3.70,3.19,3.31,1.30,2.10,0.48,1.26,,
August,2.19,4.81,3.53,1.06,2.41,1.85,2.97,4.08,1.68,1.84,,
September,1.01,1.29,2.29,0.55,1.93,0.60,5.35,2.28,0.40,2.11,,
October,1.22,5.92,3.51,2.66,3.46,2.99,3.15,1.45,4.82,2.60,,
November,1.79,2.41,2.00,1.80,4.89,4.28,0.85,1.22,2.00,2.60,,
December,0.76,3.32,1.03,1.86,2.03,1.75,3.29,2.60,2.50,1.39,,
Total,17.43,27.99,21.24,17.83,29.07,22.08,23.46,26.33,19.29,20.53,,
Calc annual,17.43,27.99,21.24,17.83,29.07,22.08,23.46,26.33,19.29,20.53,,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
