"BOURNEMOUTH WELLINGTON HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,3.69,3.16,1.32,1.81,4.04,4.00,0.83,2.59,0.58,3.94,,
February,0.69,0.04,1.48,3.67,2.63,0.08,0.28,3.57,2.73,3.43,,
March,1.10,3.40,0.66,0.46,1.54,2.26,2.69,6.11,0.97,0.59,,
April,2.51,1.00,0.86,0.01,2.50,2.18,0.95,2.89,1.47,2.28,,
May,2.06,1.75,1.09,0.83,1.72,0.20,0.27,1.51,3.23,1.43,,
June,2.79,1.76,1.50,1.75,1.94,1.40,1.73,2.49,1.06,1.45,,
July,4.14,1.77,1.79,5.53,5.83,2.62,0.67,0.28,0.50,0.41,,
August,2.63,5.48,3.54,1.04,2.27,1.69,3.56,4.18,1.69,0.66,,
September,1.65,0.77,2.68,1.36,3.13,0.08,7.86,2.48,1.23,3.14,,
October,1.03,8.55,4.67,4.23,4.31,3.28,2.91,1.42,4.58,1.94,,
November,2.36,3.73,3.27,1.89,5.85,4.57,1.15,1.04,4.40,5.35,,
December,1.30,4.44,1.86,3.00,2.40,3.39,5.24,4.84,3.62,2.33,,
Total,25.95,35.85,24.72,25.58,38.16,25.75,28.14,33.40,26.06,26.95,,
Calc annual,25.95,35.85,24.72,25.58,38.16,25.75,28.14,33.40,26.06,26.95,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
