"GIRVAN GLENDOWNE GARDENS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5265,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,,,,,,,,,,4.61,,
February,,,,,,,,,,2.31,,
March,,,,,,,,,,2.75,,
April,,,,,,,,,,4.12,,
May,,,,,,,,,,3.16,,
June,,,,,,,,,,2.10,,
July,,,,,,,,,,3.84,,
August,,,,,,,,,,1.50,,
September,,,,,,,,,,4.10,,
October,,,,,,,,,,3.00,,
November,,,,,,,,,,5.02,,
December,,,,,,,,,,3.89,,
Total,,,,,,,,,,40.40,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.40,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,,
