"NEW KILPATRICK CHESTERS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,6.45,3.57,3.20,2.13,5.48,1.71,2.76,1.49,,,,
February,0.85,0.86,2.80,4.71,10.44,0.36,2.40,2.94,,,,
March,2.70,3.27,0.95,2.08,2.64,2.50,4.71,4.34,,,,
April,2.25,1.74,0.90,1.70,1.77,2.00,2.41,1.75,,,,
May,2.81,2.73,4.53,2.72,3.23,0.59,0.70,2.25,,,,
June,4.35,2.24,4.69,1.73,2.92,1.94,3.95,7.02,,,,
July,4.21,1.70,2.21,3.20,3.73,3.97,3.97,2.34,,,,
August,4.65,5.34,6.98,3.26,4.68,6.95,1.91,5.88,,,,
September,6.37,5.31,5.28,2.63,0.13,1.42,4.79,4.05,,,,
October,3.43,4.12,4.85,5.03,3.89,3.37,3.53,2.24,,,,
November,7.35,4.39,4.98,4.15,2.98,5.28,1.55,2.95,,,,
December,1.53,6.88,2.51,5.10,3.87,5.25,5.36,6.55,,,,
Total,46.95,42.15,43.88,38.44,45.76,35.34,38.04,43.80,,,,
Calc annual,46.95,42.15,43.88,38.44,45.76,35.34,38.04,43.80,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,NaN,NaN,,
