"CORK BLACKROCK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,6.13,,,,,,,,,,,
February,2.56,,,,,,,,,,,
March,4.51,,,,,,,,,,,
April,1.33,,,,,,,,,,,
May,3.85,,,,,,,,,,,
June,3.22,,,,,,,,,,,
July,2.40,,,,,,,,,,,
August,1.92,,,,,,,,,,,
September,2.24,,,,,,,,,,,
October,1.24,,,,,,,,,,,
November,5.21,,,,,,,,,,,
December,3.64,,,,,,,,,,,
Total,38.25,,,,,,,,,,,
Calc annual,38.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
