"INVERGARRY, EAST INVERNESS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR474,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,16.36,8.24,3.91,4.58,9.69,1.75,6.02,1.35,11.86,6.56,,
February,1.18,5.58,2.81,8.67,15.79,0.45,4.15,6.50,4.49,1.66,,
March,7.48,2.23,1.74,1.23,8.33,5.22,9.01,5.29,3.82,4.82,,
April,3.75,1.26,1.84,1.55,1.18,3.64,4.13,3.31,1.88,1.99,,
May,2.97,1.12,4.70,1.46,2.54,1.03,0.77,1.73,1.58,1.91,,
June,4.56,1.34,3.10,1.05,2.05,2.05,3.25,2.40,2.42,1.20,,
July,5.63,3.56,3.70,3.26,3.11,4.46,2.24,1.24,1.10,1.69,,
August,4.07,6.55,7.11,4.15,4.75,6.22,3.45,3.43,2.54,0.15,,
September,3.60,8.76,10.28,6.56,0.21,4.48,5.59,6.30,4.27,5.81,,
October,7.75,5.20,4.40,10.30,1.35,4.79,6.81,4.32,4.08,6.35,,
November,8.64,4.55,9.09,4.87,9.06,6.93,3.52,3.60,7.64,13.07,,
December,0.65,11.77,3.36,14.80,8.21,7.68,7.28,12.26,17.45,2.96,,
Total,66.64,60.16,56.04,62.48,66.27,48.70,56.22,51.73,63.13,48.17,,
Calc annual,66.64,60.16,56.04,62.48,66.27,48.70,56.22,51.73,63.13,48.17,,
Difference,-0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,,
