"BUCHLYVIE THE MANSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,9.86,3.97,4.33,3.04,8.99,2.09,3.02,1.93,5.17,8.13,,
February,1.32,1.23,3.05,6.40,13.21,0.60,3.08,4.32,4.95,3.32,,
March,3.79,3.56,1.34,2.01,4.66,3.03,5.33,6.18,2.05,4.96,,
April,1.58,2.12,0.90,1.42,1.54,3.05,2.71,2.60,4.72,4.43,,
May,3.71,2.33,4.96,2.65,2.35,0.99,0.89,2.62,2.35,4.63,,
June,4.42,1.52,5.19,2.19,3.76,2.99,5.44,6.99,2.77,2.03,,
July,4.82,2.09,3.01,2.91,3.77,5.19,3.30,2.67,1.51,4.56,,
August,3.71,6.13,9.48,3.42,4.40,7.48,2.93,6.03,6.27,1.73,,
September,6.46,6.30,6.73,3.07,0.21,1.92,4.97,4.09,5.92,4.88,,
October,3.50,5.49,3.97,5.86,4.04,3.12,4.25,2.78,5.07,4.68,,
November,9.27,4.66,5.23,3.45,3.80,6.79,1.90,4.48,6.41,8.01,,
December,1.28,8.95,2.84,6.58,3.40,5.74,7.62,6.50,9.89,5.24,,
Total,53.72,48.35,51.03,43.00,54.13,42.99,45.44,51.19,57.08,56.60,,
Calc annual,53.72,48.35,51.03,43.00,54.13,42.99,45.44,51.19,57.08,56.60,,
Difference,0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,,
