"SEDBERGH GATE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,,,,2.91,5.78,2.21,4.22,,,,,
February,,,,8.84,8.82,0.64,2.49,,,,,
March,,,,1.66,3.58,5.02,8.04,,,,,
April,,,,1.01,2.14,2.97,2.34,,,,,
May,,,,2.35,3.52,0.83,0.44,,,,,
June,,,,1.80,3.49,2.02,4.16,,,,,
July,,,,4.60,3.90,7.92,5.08,,,,,
August,,,,5.59,4.98,7.22,3.23,,,,,
September,,,,5.56,0.74,1.35,7.11,,,,,
October,,,,6.32,5.54,5.02,4.15,,,,,
November,,,,3.43,6.03,5.56,1.57,,,,,
December,,,3.37,6.35,6.30,4.71,11.09,,,,,
Total,,,,50.42,54.82,45.47,53.92,,,,,
Calc annual,0.00,0.00,3.37,50.42,54.82,45.47,53.92,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,,
