"BURTON SHOBNALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2360,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,2.24,1.90,1.36,1.26,1.42,3.08,1.26,1.71,1.28,2.55,,
February,0.56,0.06,1.18,2.41,2.25,0.17,0.71,3.06,1.13,1.39,,
March,0.96,1.39,0.81,0.23,0.81,1.61,2.14,2.27,0.81,0.87,,
April,0.91,1.68,0.94,0.44,1.07,1.64,0.85,1.71,1.53,2.47,,
May,2.10,2.70,1.88,2.28,1.59,0.58,0.37,1.25,2.85,3.32,,
June,1.60,2.94,2.60,0.70,2.29,2.45,1.49,2.11,1.44,1.88,,
July,2.02,1.94,1.94,2.36,2.38,3.57,1.45,0.15,1.09,1.25,,
August,2.37,4.16,2.37,1.89,1.95,2.07,1.96,3.77,2.21,1.08,,
September,0.83,1.15,2.70,2.26,0.62,0.22,3.65,2.61,0.34,2.58,,
October,1.45,4.18,2.38,1.85,2.36,2.47,2.19,0.69,2.91,2.94,,
November,3.03,1.74,1.53,1.04,2.00,2.41,1.37,1.72,1.99,1.43,,
December,0.63,3.40,1.91,2.22,1.69,2.23,3.35,2.67,2.18,2.36,,
Total,18.70,27.24,21.60,18.94,20.43,22.50,20.79,23.72,19.76,24.12,,
Calc annual,18.70,27.24,21.60,18.94,20.43,22.50,20.79,23.72,19.76,24.12,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
