"GRANCHESTER MILL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,none,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,1.88,1.66,0.73,1.74,1.51,2.28,0.98,2.09,1.03,2.11,,
February,0.88,0.05,1.64,2.63,1.18,0.26,0.56,2.28,0.75,1.08,,
March,2.60,1.39,0.92,0.15,0.62,1.44,3.26,2.55,1.60,0.82,,
April,0.85,0.99,1.15,0.12,1.31,0.85,0.78,1.56,1.41,1.83,,
May,2.07,3.17,1.26,0.91,1.96,0.95,0.34,1.66,2.78,1.46,,
June,1.96,2.66,3.24,0.68,2.04,0.83,2.01,2.47,2.90,1.35,,
July,3.31,3.34,3.27,4.02,2.78,3.77,0.85,0.43,1.27,1.13,,
August,1.91,3.81,2.92,4.04,3.45,4.90,3.22,3.68,1.94,0.68,,
September,0.13,1.45,2.99,0.76,2.05,0.83,5.36,3.37,0.15,2.22,,
October,1.73,4.04,4.46,3.05,2.18,2.39,3.65,1.11,2.23,1.76,,
November,1.85,1.85,1.88,2.88,3.55,2.73,0.98,1.15,2.10,2.93,,
December,0.80,2.43,1.47,1.27,1.22,1.67,2.99,1.39,1.94,1.65,,
Total,19.97,26.84,25.93,22.25,23.85,22.90,24.98,23.74,20.10,19.02,,
Calc annual,19.97,26.84,25.93,22.25,23.85,22.90,24.98,23.74,20.10,19.02,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
