"BLACKSTONE EDGE, LEUCHES",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1747,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.80,0.90,4.50,7.50,6.90,2.50,6.00,3.00,2.00,3.60,,
February,2.70,5.50,2.90,2.90,3.90,3.50,0.80,1.30,0.70,2.60,,
March,3.00,4.10,3.80,0.60,2.10,2.70,3.40,2.10,3.40,2.70,,
April,3.30,1.30,4.80,1.60,1.60,2.40,2.80,1.00,2.70,3.80,,
May,2.80,4.60,1.70,0.70,1.60,2.00,5.20,2.10,0.70,2.50,,
June,3.30,1.90,5.90,4.70,1.00,3.90,1.90,0.80,2.90,0.70,,
July,5.10,3.30,3.70,2.20,4.60,1.40,5.10,1.90,6.80,4.70,,
August,2.30,5.10,2.40,2.00,1.40,1.40,1.50,1.40,4.60,7.30,,
September,4.70,2.30,2.00,6.30,1.60,6.50,4.00,6.60,1.60,2.20,,
October,3.30,3.30,3.20,5.40,1.80,8.10,4.90,3.20,1.90,4.90,,
November,4.10,5.90,6.10,4.50,1.00,3.40,2.60,3.00,9.00,3.00,,
December,5.10,4.40,3.10,3.70,5.30,2.20,4.60,5.00,3.60,3.80,,
Total,40.50,42.60,44.10,42.10,32.80,40.00,42.80,31.40,39.90,41.80,,
Calc annual,40.50,42.60,44.10,42.10,32.80,40.00,42.80,31.40,39.90,41.80,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
