"LINCOLN, D'ISNEY PLACE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1302,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,,,,,,1.68,2.67,2.09,0.53,1.49,,
February,,,,,,2.91,0.45,0.67,1.40,1.81,,
March,,,,,,1.25,2.60,1.43,2.55,3.29,,
April,,,,,,1.94,1.64,1.31,1.93,2.18,,
May,,,,,,2.08,4.80,1.35,0.67,3.97,,
June,,,,,,2.25,0.87,0.33,1.20,1.01,,
July,,,,,,0.38,1.97,0.99,5.63,2.13,,
August,,,,,,2.53,2.07,1.13,2.26,4.51,,
September,,,,,,3.54,1.24,3.06,1.89,1.63,,
October,,,,,,4.35,3.32,2.11,0.53,4.63,,
November,,,,,,2.71,1.84,1.80,2.76,0.48,,
December,,,,,,0.95,2.94,0.96,1.66,1.44,,
Total,,,,,,26.57,26.41,17.23,23.01,28.57,,
Calc annual,0.00,0.00,0.00,0.00,0.00,26.57,26.41,17.23,23.01,28.57,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,,
