HARROW-OAKHURST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ149862,Long,-0.34378939,Lat,51.562983,Elevation,295,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,2.03,2.34,2.74,1.21,2.5,1.65,3.16,1.9,3.55,1.03,2.76,1.34,1.8,1.81,1.54,0.91,4.32,3.62,2.78,4.87,2.63,2.43,2.89,4.3,1.59,1.99,1.5,1.6,4.1,1.1,0.81,2.89,1.77,0.68,1.01,2.97,4.17,1.44,2.95,2.27,2.2
February,,,,,,,,,,,0.32,0.07,2.29,3.14,0.56,2.76,2.59,3.43,1.56,0.56,0.66,1.7,0.16,2.19,0.35,2.36,1.96,4.29,0.43,0.95,1.72,2.14,0.83,1.36,0.75,1.53,2.79,1.6,1.56,1.03,3.54,5.04,0.91,1.69,2.27,1.45,0.34,3.02,2.62,0.12,2.4
March,,,,,,,,,,,1.06,1.1,1.58,2.3,0.66,0.45,0.25,2.52,1.71,0.01,1.29,0.15,1.28,2.62,2.33,0.4,1.12,2.8,0.3,1.33,2.7,3.03,1.46,0.44,0.16,0.63,1.28,5.83,0.73,1.07,0.83,3.55,3.27,0.44,2.48,1.16,0.97,1.29,1.34,2.19,1.71
April,,,,,,,,,,,2.68,0.96,2.68,1.79,3.2,1.71,3.55,1.99,1.42,1.12,1.95,3.32,2.41,0.73,1.72,2.84,1.56,2.41,0.16,2.66,1.77,1.85,1.43,0.89,1.8,1.14,1.77,1.68,1.49,1.58,2.17,2.67,1.63,2.31,0.35,0.58,1.18,0.3,1.46,2.39,0.66
May,,,,,,,,,,,0.9,1.01,0.72,1.7,3.42,1.62,2.05,1.33,2.07,1.95,2.83,2.56,4.5,1.81,0.68,0.88,0.46,2.81,1.61,1.37,1.55,1.86,3.22,2.75,1.07,2.91,3.54,1.15,3.37,2.14,1.59,2.17,1.83,1.59,2.01,5.19,0.33,1.11,2.62,0.65,2.08
June,,,,,,,,,,,1.75,0.13,1.17,0.27,2.4,0.07,3.29,2.97,2.53,1.38,0.91,1.45,0.86,1.87,0.83,3.16,3.96,1.83,0.5,1.65,1.73,1.94,0.68,1.32,1.56,1.76,2.92,1.72,2.45,0.59,1.3,1.37,2.19,1.95,3.47,2.14,2.03,0.9,4.85,0.95,1.52
July,,,,,,,,,,,4.45,0.2,2.66,3.48,4.06,4.28,2.1,2.64,2.07,1.35,1.9,3.1,2.67,1,1.52,1.14,3.75,0.81,1.06,2.05,2.48,5.22,2.05,1.59,1.55,3.68,3.27,2.55,1.04,1.47,4.92,1.39,0.52,4.98,2.78,0.21,3.93,3.35,2.32,1.99,3.95
August,,,,,,,,,,,1.29,1.8,2.63,1.64,2.24,3.07,1.32,3.98,2.69,1.41,3.25,5.11,1.36,0.69,2.5,1.77,0.36,1.12,4.05,3.92,0.12,4.73,2.26,1.3,2.61,1.83,4.05,2.47,2.74,1.69,2.35,3.72,6.1,2.07,4.1,0.88,4.14,1.89,2.82,2.08,3.01
September,,,,,,,,,,,2.41,2.05,1.96,1.42,2.76,3.13,1.66,5.07,1.19,0.34,2.64,2.31,1.95,2.59,1.45,3.82,2.76,1.86,1.87,1.77,0.92,0.44,1.21,2.36,2.78,1.62,3.33,1.68,1.66,0.65,3.05,2.91,3.62,2.16,2.01,1.99,2.45,2.45,4.97,0.06,4.16
October,,,,,,,,,,,2.26,0.7,0.66,4.85,3.39,3.14,2.19,1.8,4.12,2.79,0.95,0.71,5.05,1.56,1.62,2.53,1.95,2.52,2.71,5.64,2.74,0.91,4.31,3.06,3.27,3.06,1.55,0.16,2.04,5.85,0.49,1.15,3.05,2.51,2.69,3.77,3.04,2.03,2.77,2.6,5.86
November,,,,,,,,,,,1.13,1.66,1.34,1.5,2.51,1.65,5.36,3.09,2.36,5.46,3.9,2.65,1.62,1.28,1.96,4.4,3.05,1.47,3.12,4.67,6.35,2.58,2.09,1.34,3.73,0.35,4.26,1.32,1.75,2.65,4.53,5.36,3.26,1.62,3.83,1.47,0.61,2.17,2.48,2.43,3.81
December,,,,,,,,,,,2.03,1.18,2.28,2.4,3.12,2.27,0.27,3.57,2.53,5.15,1.99,0.82,0.58,0.52,5.15,2.94,1.69,3.31,3.11,1.23,1.29,1.68,2.59,1.37,1.31,2.9,2.19,2.61,2.64,1.42,1.72,1.57,2.58,0.63,1.73,2.24,3.2,1.91,3.45,3.52,2.9
Total,,,,,,,,,,,22.31,13.2,22.71,25.7,30.82,25.8,27.79,34.29,27.8,22.55,25.03,25.22,24.24,18.67,21.65,27.15,26.94,28.85,21.7,32.11,26,28.81,25.02,22.08,22.18,23.4,32.45,24.37,25.57,21.24,27.3,33.79,30.73,22.63,28.73,24.05,26.39,21.86,34.65,21.25,34.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGR is OakHurst at a positon that matches the stated altitude. 1950s record states TQ147862, but this is not Oakhurst.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916 to 1919 readings are estimated based on another location and have been deleted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
