"HARROW (OAKHURST)",,,,,,,,,,,,
Grid ref,TQ147862,Long,-0.346673,Lat,51.563024,,,,,,,
Station no,860,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.89,1.77,0.68,1.01,2.97,4.17,1.44,2.95,2.27,2.20,,
February,5.04,0.91,1.69,2.27,1.45,0.34,3.02,2.62,0.12,2.40,,
March,3.55,3.27,0.44,2.48,1.16,0.97,1.29,1.34,2.19,1.71,,
April,2.67,1.63,2.31,0.35,0.58,1.18,0.30,1.46,2.39,0.66,,
May,2.17,1.83,1.59,2.01,5.19,0.33,1.11,2.62,0.65,2.08,,
June,1.37,2.19,1.95,3.47,2.14,2.03,0.90,4.85,0.95,1.52,,
July,1.39,0.52,4.98,2.78,0.21,3.93,3.35,2.32,1.99,3.95,,
August,3.72,6.10,2.07,4.10,0.88,4.14,1.89,2.82,2.08,3.01,,
September,2.91,3.62,2.16,2.01,1.99,2.45,2.45,4.97,0.06,4.16,,
October,1.15,3.05,2.51,2.69,3.77,3.04,2.03,2.77,2.60,5.86,,
November,5.36,3.26,1.62,3.83,1.47,0.61,2.17,2.48,2.43,3.81,,
December,1.57,2.58,0.63,1.73,2.24,3.20,1.91,3.45,3.52,2.90,,
Total,33.79,30.73,22.63,28.73,24.05,26.39,21.86,34.65,21.25,34.26,,
Calc annual,33.79,30.73,22.63,28.73,24.05,26.39,21.86,34.65,21.25,34.26,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,,
