"KILMACOLM (WATERWORKS)",,,,,,,,,,,,
Grid ref,NS317674,Long,-4.691366,Lat,55.870291,,,,,,,
Station no,5298,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,8.14,8.89,4.91,9.03,4.97,4.92,8.71,8.50,2.90,4.91,,
February,4.56,2.92,3.05,6.31,4.30,1.91,4.92,4.55,2.62,6.70,,
March,3.56,4.87,2.23,5.73,2.26,3.50,6.25,1.16,5.07,2.75,,
April,4.77,3.03,2.87,3.36,4.22,1.50,2.60,2.15,4.59,7.53,,
May,1.99,1.72,2.28,3.80,4.28,3.23,2.13,4.05,1.64,2.69,,
June,2.55,4.24,1.29,5.72,3.26,3.49,2.04,3.59,4.28,3.52,,
July,4.42,3.35,4.72,3.76,1.27,5.26,5.94,5.75,7.85,5.23,,
August,5.29,6.84,4.21,6.30,1.31,5.81,6.49,4.46,1.54,4.92,,
September,5.13,5.19,6.76,10.20,6.06,5.87,4.00,5.94,1.37,3.81,,
October,2.00,7.78,3.58,13.24,4.96,4.27,6.74,5.74,8.48,3.29,,
November,8.22,2.26,11.63,12.37,3.16,3.37,2.30,2.07,7.86,8.56,,
December,13.17,7.13,7.49,10.03,11.80,10.43,6.72,6.16,10.21,8.83,,
Total,63.80,58.22,55.02,89.85,51.85,53.56,58.84,54.12,58.41,62.74,,
Calc annual,63.80,58.22,55.02,89.85,51.85,53.56,58.84,54.12,58.41,62.74,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
