"WELLINGBOROUGH (IRONWORKS)",,,,,,,,,,,,
Grid ref,SP900693,Long,-0.681174,Lat,52.314441,,,,,,,
Station no,1120/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.40,1.22,0.84,1.58,1.52,3.15,1.09,2.36,3.22,,,
February,2.80,0.61,1.45,1.22,1.50,0.45,1.60,2.90,0.06,,,
March,3.78,2.36,0.74,1.89,1.92,0.68,1.59,1.70,3.95,,,
April,2.62,1.33,1.72,0.16,0.61,0.92,0.22,0.63,1.75,,,
May,3.52,3.93,1.20,2.75,3.41,0.38,1.39,1.74,0.35,,,
June,0.78,1.15,1.59,2.14,1.80,2.41,1.77,5.23,0.60,,,
July,0.65,0.35,2.58,2.28,0.11,4.04,2.35,2.00,2.38,,,
August,3.78,2.92,2.53,3.38,0.47,4.19,2.56,1.75,1.15,,,
September,1.33,2.08,1.03,1.92,1.13,1.40,3.70,1.72,0.01,,,
October,0.65,2.19,1.45,1.83,1.67,1.48,1.46,1.59,1.71,,,
November,4.14,2.76,1.53,4.08,1.13,0.55,1.35,1.42,1.68,,,
December,1.43,1.86,0.54,1.93,1.72,2.44,2.02,2.57,3.84,,,
Total,27.88,22.76,17.20,25.16,16.99,22.09,21.10,25.61,20.70,,,
Calc annual,27.88,22.76,17.20,25.16,16.99,22.09,21.10,25.61,20.70,0.00,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,NaN,,
