SOUTHWELL WESTHORPE HALL,,,,,,,,,,,,
Grid ref,SK687536,Long,-0.975997,Lat,53.075222,,,,,,,
Station no,RR7235,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.21,1.28,0.84,1.80,2.34,0.82,3.19,0.98,0.90,0.82,,
February,3.30,1.10,2.08,0.95,2.83,0.83,2.32,1.64,1.68,0.66,,
March,0.62,1.64,1.10,3.32,1.65,2.12,1.65,1.22,2.81,2.99,,
April,0.91,1.26,2.50,1.94,1.15,1.33,0.41,1.57,2.30,1.36,,
May,1.24,0.90,2.94,1.27,1.88,0.66,1.68,2.51,2.06,1.18,,
June,2.49,1.58,1.62,1.47,0.56,3.67,2.14,2.98,1.60,2.90,,
July,2.09,3.07,1.49,2.22,3.79,1.51,0.34,1.98,2.97,3.29,,
August,4.72,1.76,3.29,4.07,2.31,3.62,1.31,2.27,2.76,3.57,,
September,0.69,1.18,1.37,1.78,1.61,1.94,0.81,0.63,1.97,3.30,,
October,2.03,1.29,2.37,7.42,0.48,1.26,5.61,4.29,0.91,2.84,,
November,2.42,2.25,1.49,1.60,1.02,2.50,2.99,2.16,1.29,0.27,,
December,3.62,4.65,1.61,0.80,1.42,0.66,2.76,3.12,1.74,4.68,,
Total,27.34,21.96,22.70,28.64,21.04,20.92,25.21,25.35,22.99,27.86,,
Calc annual,27.34,21.96,22.70,28.64,21.04,20.92,25.21,25.35,22.99,27.86,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
