WELLINGTON OLD WAY HOUSE,,,,,,,,,,,,
Grid ref,ST147199,Long,-3.216256,Lat,50.972175,,,,,,,
Station no,RR6857,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,1.11,1.52,,
February,,,,,,,,,1.49,0.39,,
March,,,,,,,,,3.18,4.49,,
April,,,,,,,,,2.12,2.44,,
May,,,,,,,,,1.78,1.37,,
June,,,,,,,,,0.60,3.32,,
July,,,,,,,,,1.50,2.02,,
August,,,,,,,,,2.50,2.23,,
September,,,,,,,,,3.38,2.34,,
October,,,,,,,,,4.23,6.04,,
November,,,,,,,,,1.49,1.27,,
December,,,,,,,,,2.91,4.85,,
Total,,,,,,,,,26.29,32.28,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.29,32.28,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
