"MUCH MARCLE, THE MOUNT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO658341,Long,-2.49962,Lat,52.004276,Elevation,240,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,1.42,0.67,3.11,2.83,1.25,3.81,1.57,0.88,1.07,2.72,0.69,3.51,4.24,0.61,2.84,0.87,1.25,2.26,2.67,3.14,3.17,2.57,1.14,3.62,1.9,3.49,3.55,4.11,1,4.11,1.12,2.8,1.82,2.48,0.85,3.69,3.27,2.61,5.45,3.13,3.25,2.89,,,,,,,,
February,,0.8,1.04,1.82,3.82,0.77,1.38,0.75,0.87,0.48,3.19,1.04,1.75,1.03,2,3.3,3.27,1.28,0.68,2.62,0.55,0.19,3.39,4.58,0.28,3.37,1.86,2.83,2.1,0.66,0.63,1.85,0.17,3.36,0.42,2.29,2.29,4.23,0.62,1.11,2.64,2.68,0.45,,,,,,,,
March,,1.98,1.63,3.18,1,3.18,1.05,0.54,2.85,2.44,0.85,2.4,4.04,4.64,2.65,0.75,3.9,2.69,1.52,3.93,2.73,1.34,2.54,1.14,1.31,0.29,0.3,2.21,2.8,0.13,2.54,0.4,2.07,2.3,2.06,1.04,2.8,3.41,0.15,1.45,1.46,2.29,2.35,,,,,,,,
April,,2.44,2.13,2.06,1.02,2.79,1.11,2.13,3.29,2.13,2.27,1.07,0.22,3.14,1.35,0.94,1.07,1.87,1.75,1.48,4.39,0.63,2.44,2.63,2.31,1.72,2.48,1.25,1.28,0.72,2.63,3.09,2.77,1.12,2.06,4.49,2.18,2.23,0.13,2.45,3.05,1.64,1.28,,,,,,,,
May,,1.05,1.99,4.09,1.9,0.42,2.92,2.46,1.7,0.82,1.54,1.92,2.63,2.36,1.4,2.96,3.1,3.69,1.18,0.49,1.51,1.14,0.69,1.57,6.49,2.53,2.29,1.16,0.83,2.39,2.53,3.62,5.6,2.51,1.19,0.76,0.75,2.73,1.89,0.79,2.55,2.15,3.95,,,,,,,,
June,,2.62,3.02,2.35,0.79,3.11,2.84,2.15,1.46,2.12,3.15,1.06,4.87,0.75,2.87,1.05,1.59,2.31,0.61,1.17,3.34,1.18,0.7,0.36,2.57,0,1.27,2.74,2.67,1.61,0.78,2.91,1.22,2.18,0.67,2.78,3.59,1.37,1.06,1.74,0.78,2.7,0.24,,,,,,,,
July,,2.77,0.92,3.35,2.02,0.93,0.65,2.17,2.63,2.14,1.68,0.17,4.62,1,3.14,6.38,1.8,1.32,2.67,1.98,4.26,0.31,3.4,3.3,4.31,3.55,2.09,3.19,1.56,2.09,3.28,3.97,2.63,1.74,0.8,0.74,4.94,3.08,2.75,4.96,2.88,1.81,1.22,,,,,,,,
August,,2.01,3.55,3,1.75,4.13,1.13,2.26,2.75,2.08,5.16,1.54,7.73,1.51,1.09,2.11,3.11,5.91,1.17,2.03,0.88,2.42,2.72,1.65,4.1,2.66,2.63,4.31,2.12,1.22,3,5.21,2.53,0.75,2.09,1.3,0.32,0.57,3.97,2.46,0.18,4.26,3.14,,,,,,,,
September,,1.66,2.2,2.86,2.27,1.18,0.7,0.85,2.11,3.36,0.54,1.48,1.11,3.08,1.11,0.69,0.9,1.93,5.1,1.41,2,1.28,1.7,2.01,4.33,3.72,0.87,4.17,0.85,0.56,3.14,2.01,3.71,2.24,1.84,4.15,2.82,2.35,1.32,1.19,0.76,0.88,1.65,,,,,,,,
October,,1.08,2.69,5.61,0.46,1.35,5.1,7.02,1.7,3.52,3.53,1.96,3.31,4.34,1.61,3.93,4.58,2.89,1.09,2.4,2.68,1.31,0.44,5.64,3.81,2.86,2.66,2.2,4.54,4.16,2.65,0.6,3.85,3.89,1.43,3.75,1.51,2.95,2.29,2.83,4.06,2.25,1.69,,,,,,,,
November,,0.66,2.62,1.4,1.57,2.79,2.76,1.99,1.27,0.78,3.74,3.05,1.41,2.45,2.82,1.21,2.49,0.89,1.8,1.03,0.64,2.07,1.12,1.09,2.67,1.36,6.26,2.62,2.43,7.63,3.3,4.15,1.54,0.69,1.74,5.15,2.44,1.28,2.84,4.35,5.67,2.98,1.04,,,,,,,,
December,,3.6,1.32,1.64,1.96,0.6,1.84,3.64,2.48,3.51,4.46,6.01,2.84,0.85,4.92,4.66,1.7,0.46,2.17,3.54,2.44,1.22,3.72,1.97,2.6,2.76,0.42,2.57,1.99,5.88,3.17,1.09,1.42,0.55,5.21,3.46,2.81,2.11,3.55,1.2,1.37,1.61,4.08,,,,,,,,
Total,,22.09,23.78,34.47,21.39,22.5,25.29,27.53,23.99,24.45,32.83,22.39,38.04,29.39,25.57,30.82,28.38,26.49,22,24.75,28.56,16.26,25.43,27.08,38.4,26.72,26.62,32.8,27.28,28.05,31.76,30.02,30.31,23.15,21.99,30.76,30.14,29.58,23.18,29.98,28.53,28.5,23.98,,,,,,,,
