INNERLEITHEN (THE GLEN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT299331,Long,-3.113683,Lat,55.586474,Elevation,750,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5073/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
November,,,,4.95,3.1,2.6,4.4,5.3,8.75,1.1,5.8,5.1,2.3,3,4.9,5.3,1.3,2.6,6.5,7.2,4.2,3.4,3.5,1.7,,,,,,,,6.36,4.14,4.75,6.14,2.4,5.96,4.75,3.99,3.97,3.6,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55,,1.4,2.35,0.75,7.3,4.35
December,,,,3.65,5.1,2.3,4.65,4.3,3.8,4.55,1.1,10.4,2.2,6.3,4,4,4.9,7.6,5.1,2.4,7.6,6,6.03,4.7,,,,,,,,8.11,6.93,3.97,7.58,7.04,3.92,1.86,3.04,7.52,4.44,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,6.45,5.3,4.3,6,5.45,2.85
Total,,,,42.33,47.12,38.9,48.1,32.8,37.45,31.37,36.7,,32.9,37.8,51.1,,36.6,44.8,39.4,34.9,40.5,33.2,29.26,,,,,,,,,39.01,44.02,37.39,42.04,38.76,54.06,33.64,41.95,36.52,45.84,38.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.15,36.9,38.95,33.55,37.15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1880-1889_14_pt1-page-080.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1890-1899_23_pt1-page-088.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1900-1909_27_pt1-page-119.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1910-1919_25_pt1-page-194.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1920-1930_29_pt1-page-138.csv end of this sequence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1951-1960_25_pt1-page-230.csv Dec 1955 estimated; record started May 1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
