INNERLEITHEN (THE GLEN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT299331,Long,-3.113683,Lat,55.586474,Elevation,750,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5073/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,3.63,8.45,3.15,5.1,2.15,2.5,1.65,7.2,2.5,3.2,4.3,6.7,4.3,1.9,2.4,1.8,4,4,2.8,3.25,5.3,,,,,,,,2.07,3.1,3.31,3.06,4.23,6.31,3.22,3.48,3.79,5.65,7.29,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,2.45,5,4.3,1.65,4.05
February,,,,3.43,6.85,6.25,2.1,3,0.8,1.6,0.5,0.3,3,4.9,13,,1.9,4,4,2.7,3.5,0.7,2.2,8,,,,,,,,5.61,2.92,3.07,5.71,6.85,5.75,0.81,5.33,0.99,4.61,0.36,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.2,4.3,3.9,1,5.45
March,,,,3,4.1,2.4,6.35,1.6,4,2,3,,1,1.2,2.7,5.1,4.4,8,2,3,0.4,2.5,1.4,9,,,,,,,,2.39,5.43,5.87,5.55,1.76,3.77,2.34,1.51,3.1,5.56,5.7,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,2.2,2.55,2.1,1.9,1.9
April,,,,2.2,1.7,3.45,3.2,2.1,1.7,1.62,1.4,0.7,0.6,1.5,2.2,1.3,2.6,2.4,3.2,3,2.7,2,1.55,,,,,,,,,4.13,0.66,2.31,1.83,2.49,3.06,2.55,1.07,4.21,2.85,0.73,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.65,1.05,1.5,3,3.45
May,,,,0.55,3.15,4.55,4.9,1.4,2.15,1.5,2.3,1.5,3.2,2,5,0.6,0.7,1.7,2,3.1,1.6,1.7,1.33,,,,,,,,,1.8,1.17,3.48,3.47,1.53,3.63,2.27,2.8,1.13,4.72,2.57,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,2.15,1.35,1.9,2.6,1.4,2.25
June,,,,1.2,0.45,0.55,1.5,1.2,2.65,1.45,3.5,1.5,3.1,2.1,2.2,2.6,2.7,4,1.8,0.7,3.6,2.7,1.6,,,,,,,,,2.38,5.17,1.96,2.84,0.78,3.63,1.81,1.1,2.46,2.1,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35,1.05,2.95,1.85,3.9,2.7,0.55
July,,,,4.47,7.25,1.5,4.2,3.4,5.2,3.95,2.55,3.4,2,4,2.1,5.5,4.2,1.7,0.9,2.5,2.7,0.7,1.4,,,,,,,,,0.82,2.9,0.65,2.08,3.19,5.33,1.31,3.53,0.67,4.05,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45,1.65,4.85,3.45,5.25,3.05,2.6
August,,,,4.5,2.15,3,3.85,2,3.1,4.6,3.7,6,5.3,3.5,4.5,4.4,1.7,4.9,3,0.5,4,5.4,1.4,6,,,,,,,,0.99,4.54,1.27,1.36,3.55,3.29,5.49,3.22,2.58,4.56,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,1.4,6.2,4.9,3.6,0.9,4.25
September,,,,4.5,2.4,4.15,2.25,4.1,0.6,1.7,3.3,6,3,1.9,0.5,0.7,5.2,3.1,2.7,3.6,2.2,2.1,3.2,2.8,,,,,,,,1.34,2.96,2.46,1.12,2.42,2.52,1.81,6.86,2.57,1.4,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,1.4,2.55,1.8,3.05,0.8,1.85
October,,,,6.25,2.42,5,5.6,2.25,2.2,5.65,2.35,5.2,4,3.1,3.3,4.4,5.1,2.4,6.4,2.2,4,3.2,2.4,9.8,,,,,,6.48,,3.01,4.1,4.29,1.3,2.52,6.89,5.42,6.02,3.53,2.3,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,2.5,3.05,3.45,2,4.4,3.6
