MATTERDALE,,,,,,,,,,,,
Grid ref,NY393234,Long,-2.941130,Lat,54.602108,,,,,,,
Station no,RR8716,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,3.19,4.62,11.72,8.86,4.73,,,,,,
February,,2.46,2.01,14.06,5.74,5.77,,,,,,
March,,3.31,4.52,16.76,4.46,6.97,,,,,,
April,,2.43,3.55,2.05,6.60,6.48,,,,,,
May,,1.49,3.86,5.86,4.31,2.68,,,,,,
June,,2.04,1.41,1.94,3.40,2.22,,,,,,
July,,0.83,4.45,4.51,3.57,,,,,,,
August,,3.09,2.37,8.86,5.56,,,,,,,
September,,3.52,4.15,6.21,2.69,,,,,,,
October,,3.83,5.14,14.64,2.56,,,,,,,
November,,5.48,4.24,5.61,5.38,,,,,,,
December,,3.79,9.05,4.68,7.25,,,,,,,
Total,,35.46,49.37,96.90,60.38,,,,,,,
Calc annual,0.00,35.46,49.37,96.90,60.38,28.85,0.00,0.00,0.00,0.00,,
Difference,NaN,-0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
