"ALLENHEADS [ALSTON]",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3559,,,,,,,,,,,
,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,,
January,,5.55,,,,,,,,,,
February,,3.38,,,,,,,,,,
March,,3.90,,,,,,,,,,
April,,3.86,,,,,,,,,,
May,,2.73,,,,,,,,,,
June,,1.83,,,,,,,,,,
July,,4.04,,,,,,,,,,
August,,4.76,,,,,,,,,,
September,,4.63,,,,,,,,,,
October,,13.74,,,,,,,,,,
November,,4.44,,,,,,,,,,
December,,5.54,,,,,,,,,,
Total,54.67,58.40,41.75,45.83,,-999.00,54.62,,,,,
Calc annual,0.00,58.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,54.67,0.00,41.75,45.83,NaN,-999.00,54.62,NaN,NaN,NaN,,
