ALLENHEADS (Bewick second gauge),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY841473,Long,-2.2489728,Lat,54.820292,Elevation,1353,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889
January,,,,,6.59,1.17,3.27,4.64,2.22,5.6,9.91,1.26,4.17,9,3.24,4.14,6.81,6.1,8.63,6.06,4.46,3.17,6.21,6.32,4.56,6.08,1.95,7.89,5.05,1.28,0.39,1.75,2.89,5.26,8.01,2.58,,,,
February,,,,,2.89,1.44,3.02,2.41,1.19,2.72,5.19,7.28,1.75,3.2,3.69,3.11,6.29,4,4.68,9.26,4.76,4.49,4.94,1.53,2.59,2.61,6.87,4.76,1.82,5.09,0.84,3.59,4.47,4.54,3.36,2.73,,,,
March,,,,,1.77,1.67,0.42,4.69,3.9,5.89,4.99,5.15,4.29,2.4,5.9,1.46,3.25,9.1,5.85,2.09,2.08,2.59,5.44,3.1,4.09,1.47,6.67,6.1,2.32,3.33,1.86,5.48,5.26,2.94,2.82,2.8,,,,
April,,,,,1.28,1.68,3.73,2.56,1.58,4.91,3.11,2,3,4.24,1.01,1.2,4.32,6.73,3.93,2.43,1.79,3.05,5.13,1.26,2.75,1.68,4.35,4.47,3.05,2.24,3.05,1.91,4.98,1.86,3.26,2.99,,,,
May,,,,,2.62,2.69,4.8,1.74,3.85,0.12,3.17,1.44,3.85,2.64,2.08,6.15,1.63,2.46,1.66,4.66,3.14,1.52,3.91,2.64,2.32,3.03,2.38,3.65,4.68,2.33,2.92,2.51,1.38,2.39,2.32,2.35,,,,
June,,,,,5.61,6.01,3.42,3.99,1.76,3.2,6.26,2.31,5.27,4.03,3.58,0.75,2.81,1.29,0.42,1.67,2.03,3.68,4.2,1.89,1.54,2.53,3.19,2.21,2.72,5.35,3.76,2.78,4.62,2.47,0.96,1.93,,,,
July,,,,,4.12,3.48,1.65,1.7,2.77,2.48,3.2,4.84,3.14,1.38,1.32,2,4.52,6.05,0.61,0.87,0.82,4.3,4.14,2.34,1.88,6.02,2.04,5.51,1.48,7.05,6.96,4.68,2.8,3.79,6.89,1.08,,,,
August,,,,,3.48,3.92,5.07,3.98,3.57,2.64,4.93,4.07,3.31,4.52,1.55,4.8,5.33,2.42,5.72,1.77,2.39,2.34,3.44,4.05,4.8,1.99,3.26,10.35,6.66,4.7,1.11,6.23,3.01,3.9,0.69,3.02,,,,
September,,,,,2.42,0.88,8.58,5.86,3.57,5.35,1.87,5.22,1.72,6.34,3.91,0.5,6.96,2.65,5.59,8.97,3.08,6.76,6.02,3.11,4.31,4.2,5.42,2.18,4.49,1.36,5.44,5.03,3.89,5.79,3.03,3.33,,,,
October,,,,,4.17,7.68,1.97,3.5,5.25,4.96,6.24,2.05,6.89,5.84,9.63,11.82,2.16,3.25,4.05,3.08,9.97,4.29,8.08,3.68,5.72,6.24,2.2,4.78,4.49,1.93,4.83,6.17,4.25,6.21,3.21,5.75,,,,
November,,,,,6.93,4.27,1.68,3.48,3.33,4.19,4.76,10.69,1.7,5.33,4.06,4.8,5.64,1.22,5.03,7.64,2.42,3,7.39,3.51,4.52,7.78,5.16,6.26,5.91,1.32,1.84,6.7,6.05,2.59,2.76,0.93,,,,
December,,,,,5.63,2.13,7.87,3.25,4.21,5.65,5.52,3.04,5.12,5.1,3.27,3.7,7.17,4.18,10.25,5.94,7.33,3.46,6.96,3.21,6.76,5.15,10.6,3.77,5.05,1.11,5.95,4.7,5.09,3.27,5.63,0.5,,,,
Total,,,,,47.51,37.02,45.48,41.8,37.2,47.71,59.15,49.35,44.21,54.02,43.24,44.43,56.89,49.45,56.42,54.44,44.27,42.65,65.86,36.64,45.84,48.78,54.09,61.93,47.72,37.09,38.95,51.53,48.69,45.01,42.94,29.99,,,,
