NORWICH EATON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TG216075,Long,1.2729,Lat,52.6205,Elevation,98,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,2.14,3.24,1.83,2.2,2.94,2.94,2.34,2.03,5.2,1.85,2.35,1.07,2.78,2.23,3.77,1.82,1.91,2.42,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,1.73,3.44,4.52,1.24,1.22,3.38,0.73,0.33,2.7,3.54,1.94,2.03,1.95,2.11,1.49,0.87,1.05,2.36,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,3.62,1.94,3.69,3.18,0.85,2.3,1.23,1.19,2.25,1.58,0.68,1.76,0.37,2.05,1.68,0.07,1.37,0.58,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,0.8,0.8,1.93,2.37,3.46,1.82,3.6,1.71,2.49,1.09,2.05,2.5,2.81,1.55,1.5,1.18,2.13,3.47,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,1.03,2.44,2.58,0.72,0.79,0.86,1.78,1.27,0.58,1.28,3.85,2.05,1.52,0.63,1.97,0.94,3.06,3.57,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,1.57,0.93,3.23,1.54,1.08,1.27,2.11,0.55,1.67,0.83,1.6,0.61,2.71,4.8,2.3,0.8,0.89,2.19,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,3.04,3.73,1.05,2.46,3.48,2.62,3.16,0.5,7.33,3.3,2.09,1.68,1.67,2.47,1.96,3.73,3.82,3.28,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,0.64,2.81,3.35,4.61,1.47,2.26,2.07,1.52,1.54,2.32,2.39,2.36,2.54,3.35,1.8,1.15,2.39,3.24,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,1.13,1.53,1.57,2.34,4.65,0.88,2.21,1.31,2.62,1.95,5.22,3.09,1.14,7.15,1.05,0.65,5.65,2.36,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,3.87,2.31,2.01,2.92,3.52,2.86,3.53,0.77,1.5,1.42,3.62,4.2,1.7,2.78,2.6,2.74,3.19,0.84,1.03,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
