"BOLTON W.W. (HULTON PASTURE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2883,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,5.96,4.66,12.00,2.97,6.44,
February,,,,,,,5.52,2.67,4.80,1.37,0.54,
March,,,,,,,2.79,6.27,3.59,2.04,3.45,
April,,,,,,,2.13,3.85,1.45,1.37,3.19,
May,,,,,,,3.18,1.81,1.40,3.65,2.55,
June,,,,,,,3.00,5.63,6.07,2.17,3.50,
July,,,,,,,4.28,4.92,2.96,4.70,7.41,
August,,,,,,,4.56,7.55,8.63,6.59,9.61,
September,,,,,,,5.40,7.67,1.45,2.53,4.62,
October,,,,,,,3.80,4.91,7.21,8.27,7.58,
November,,,,,,,8.16,5.86,7.44,9.03,7.30,
December,,,,,,,2.23,1.65,3.63,8.16,5.83,
Total,,,53.38,,,48.25,51.01,57.45,60.63,52.85,62.02,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,51.01,57.45,60.63,52.85,62.02,
Difference,NaN,NaN,53.38,NaN,NaN,48.25,0.00,0.00,0.00,0.00,0.00,
