CLUNY CASTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN 64649 94351,Long,-4.231095,Lat,57.020365,Elevation,830,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,4.3,2.16,3.01,2.65,4.99,4.35,3.81,3.26,3.29,3.12,6.65,7.75,5.57,7.05,2.9,5.91,3.63,7.06,9.91,0.86,6.17,2.87,7.3,4.65,7.15,3.12,2.21,8.06,7.02,3.42,1.18,0.7,2.97,3.36,4.79,4.8,4.42,4.11,4.95,6.77,3.75,4.3,3.97,2.35,4.52,2.46,3.03,5.75,3.56,3.14,3.37
February,4.74,5.71,2.66,5.4,4.54,4.08,4,0.92,5.38,0.64,6.87,1.44,4.06,3.92,3.04,6.01,2.25,1.95,5.76,1.05,0.55,2.44,0.27,2.21,1.15,3.64,1.42,3.97,3.53,5.02,1.45,3.04,1.42,4.06,2.09,5.6,4.59,0.82,4.95,5.4,5.43,2.69,2.25,2.77,2.19,2.84,2.82,3.09,2.43,1.9,4.03
March,3,2.35,4.83,6.25,4.6,2.81,1.47,2.72,0.96,3.99,4.32,6.75,2.31,0.9,0.67,3.35,4.54,2.29,3.22,0.91,1.88,0.98,2.7,1.4,3.25,2.41,1.36,1.71,3.86,3.69,2.79,1.07,1.03,3.14,1.94,1.95,1.39,1.19,4.26,2.75,2.61,1.84,1.74,1.62,2.11,0.9,2.89,3.75,1.78,1.77,0.72
April,4.31,2.56,2.21,2.95,3.96,5.06,1.62,2.15,1.17,3.44,2.79,1.59,2.61,2.38,1.76,4.25,2.39,4.32,1.69,2.09,1.51,2.57,2.57,3.29,4.01,1.91,1.63,0.85,0.85,2.05,2.35,1.76,2.02,4.52,2.31,1.45,1.66,7.69,2.85,3.18,4.9,4.33,2.15,2.54,1.54,0.98,1.85,1.47,1.67,2.91,2.94
May,3.39,1.59,1.66,2.16,2.76,1.06,1.71,1.9,3.19,0.93,2.73,3.19,3.05,3.91,3.31,4.16,2.2,2.52,1.16,2.72,2.93,3.43,2.69,1.26,3.23,1.04,0.81,1.8,2.94,0.71,1.29,2.23,2.55,3.02,3.24,2.6,1.43,3.13,2.27,2.19,1.76,1.15,2.7,3.18,3.3,2.67,2.41,1.33,3.89,2.23,0.94
June,1.79,2.41,4.77,2.4,2.23,1.3,2.09,2.6,1.36,4.22,1.25,0.97,2.51,1.9,2.88,0.96,1.79,3.63,4.07,2.31,2.42,3.52,0.34,1.11,1.69,4.22,1.37,1.52,4.64,1.59,0.47,0.71,1.48,3.12,3.44,2.59,3.04,4.22,4.25,2.02,2.63,1.36,2.28,2.24,2.28,1.18,2.72,2.22,1.56,2.89,2.29
July,3.9,2.43,2.97,1.25,3.14,4.08,5.22,1.58,5.19,0.5,2.88,2.67,2.97,3.19,4.96,2.49,4.15,3.29,2.27,3.42,2.59,6.17,4.16,2.54,3.24,1.72,5.69,4.69,4.03,5.38,6.63,2.78,3.05,1.82,1.91,1.25,4.74,3.3,2.69,1.43,3.18,3.28,1.97,4.14,2.11,0.85,4.25,3.37,3.98,3.24,1.81
August,4.26,2.37,3.85,1.04,3.06,4.54,3.44,5.01,3.39,2.32,2.8,4.16,2.93,5.84,4.61,1.76,2.99,3.97,5.11,4.28,4.39,2.3,2.03,2.59,3.18,3.25,2.57,3.15,2.92,2.19,2.37,5.76,3.95,3.89,2.6,1.01,2.16,0.03,4.92,4.66,4.07,4.29,4.29,3.81,2.42,0.77,6.15,4.52,3.88,1.98,5.65
September,1.09,2.07,2.38,1.65,1.85,3.22,2,3.24,6.69,4.36,2.69,2.65,1.33,3.77,5.05,3.12,3.87,4.72,4.39,2.27,4.52,1.73,3.96,1.16,5.05,6.28,4.52,3.05,4.35,2.16,1.9,1.38,,2.41,3.25,,5.28,4.91,3.36,1.16,7.13,1.84,3.14,3.63,4.18,4.03,4.74,3.11,3.96,0.88,2.8
October,2.38,8.36,3.36,2.61,1.12,1.65,8.88,6.34,4.23,2.33,1.96,4.11,2.33,5.61,3.14,2.83,6.35,5.6,5.71,6.2,6.04,3.58,8,5.54,7.21,9.53,5.68,2.3,9.12,1.9,4.47,5.94,,5.05,4.11,,0.54,1.85,4.44,3.71,3.88,1.09,4.54,1.87,7.88,4.82,4.98,4.5,4.67,6.13,2.12
