WESTON-SUPER-MARE-CLARENCE-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST318602,Long,-2.980403,Lat,51.336782,28,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,-999,2.8,2.11,0.94,3.37,4,3.86,3.25,3.03,1.65,4.36,2.48,4.67,3.19,5.63,1.08,3.84,1.74,2.87,2.28,2.04,0.51,3.03,4.5,3.7,4.94,2.97,3.7,3.24,5.57,2.35,2.59,2.84,2.11,5.95,0.81,0.72,3.3,3.06,0.56,2.58,3.34,3.32,3,1.75,3.14,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,-999,2.87,4.76,1.49,1.38,3,0.95,0.13,2.96,7.34,0.21,3.73,1.67,2.43,2.37,1,0.59,1.8,0.03,4.33,0.51,2.6,2.19,4.67,0.99,1.99,2.08,3.17,0.19,1.26,0.84,2.83,2.5,1.27,1.16,1.2,5.51,3.54,0.58,1.58,3.25,2.27,0.17,2.77,3.49,0.27,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,-999,1.24,4.21,3.09,1.23,5.21,2.73,2.02,2.33,1.37,1.3,0.26,0.78,3.1,2.77,0.1,2.25,0.86,1.98,2.75,2.11,0.71,2.87,3.33,0.26,1.22,2.47,3.04,1.75,1.28,0.35,0.86,0.8,6.17,1.23,1.2,1.12,3.99,3.06,0.76,2.67,0.99,0.58,2.47,0.88,3.21,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,-999,1.11,1.65,1.57,2.07,1.78,4.18,0.87,2.73,2.42,2.41,2.09,2.49,1.37,1.58,0.4,2.54,2.28,2.74,1.38,2.24,4.44,3.09,3.11,0.17,2.65,2.47,1.31,1.05,0.97,2.79,0.82,2.11,1.76,1.92,1.91,2.15,3.42,1.88,3.51,0.55,1.49,1.13,0.14,0.87,2.29,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,-999,2.06,3.18,2.41,1.6,0.44,2.27,2.21,1.25,1.48,4.6,3.43,2.11,1.72,0.36,1.81,1.06,3.8,3.8,1.81,1.36,1.11,1.34,2.07,1.7,0.83,2.58,1.78,4.54,2.23,2.48,4.07,4.9,2.39,3.42,3.51,2.03,3.49,4.17,1.77,1.46,3.91,0.67,1.34,2.41,1.02,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,-999,1.68,3.03,2.94,1.53,0.92,3.86,0.25,1.14,0.48,3,0.02,1.84,2.69,2.18,1.95,0.6,4.42,0.7,1.24,1.14,2.07,2.45,0.77,1.09,1.91,0.92,1.76,0.38,1.08,3.93,3.91,2.96,1.69,1.67,0.56,1.08,0.73,2.32,2.36,3.02,3.1,1.56,1.44,3.65,1.16,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,3.25,4.45,0.78,2.5,6.92,2.22,5.04,0.64,3.43,1.87,4.55,3.49,1.79,3.53,2.45,1.43,2.01,4.25,2.17,1.86,1.38,0.16,4.56,3.51,2.61,4.79,4.03,2.07,1.94,1.94,2.37,2.22,2.28,2.1,1.64,1.06,3.88,1.68,0.89,3.99,3.69,0.14,2.66,3.84,1.85,2.78,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,3.08,2.01,4.5,7.02,2.98,2.23,1.91,2.15,4.22,2.85,5.45,6.4,3.02,4.75,2.64,4.58,6.19,4.18,1.3,1.68,4.08,1.98,0.78,1.72,4.3,3.49,0.23,3.96,3.6,3.78,3.16,2.11,5.69,1.17,4.87,1.9,7.08,5.07,5.58,3.98,2.8,0.47,3.91,3.46,2.33,3.09,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,2.28,1.86,1.88,2.48,8.07,1.12,2.25,2.79,2.76,3.56,4.43,3.7,1.73,6.91,0.89,0.46,3.24,1.92,4.83,2.09,2.76,6.45,3.46,1.72,1.89,0.65,2.52,0.61,2.01,4.12,3.21,2.52,3.25,1.4,2.61,4.89,5.79,2.73,3.55,3.35,4.67,1.91,3.92,3.97,4.96,0.31,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,2.43,4.07,6.15,7.31,2.21,2.34,3.04,1.55,1.16,4.36,5.31,3.4,4.9,1.89,4.97,6.39,3.47,0.96,6.76,3.66,2.73,4.8,2.35,4.79,6.03,2,4.5,1.3,2.77,2.33,3.66,4.29,1.14,0.49,4.62,5.61,2.22,0.84,3.88,2.69,4.16,1.8,2.51,3.43,3.23,3.37,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
