"BRIDGENORTH (MORVILLE HALL)",,,,,,,,,,,,
Grid ref,SO668940,Long,-2.490970,Lat,52.542834,,,,,,,
Station no,2279/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.10,2.43,0.71,1.40,2.43,2.58,1.35,2.22,2.47,5.57,,
February,2.56,0.53,1.68,2.29,1.59,0.47,2.46,3.87,0.23,3.82,,
March,4.63,1.73,0.99,2.03,3.12,1.43,1.85,0.91,2.38,1.56,,
April,1.85,1.87,3.03,0.38,1.24,1.82,0.41,0.41,3.41,1.48,,
May,3.49,2.51,2.19,2.94,5.10,0.67,1.23,2.19,1.71,1.94,,
June,0.71,1.74,1.55,2.88,3.25,2.86,1.36,3.78,0.90,2.17,,
July,1.24,1.08,2.31,2.08,0.69,2.43,3.96,3.02,1.30,2.77,,
August,3.76,4.05,2.47,2.80,2.23,4.21,3.79,4.64,0.57,2.30,,
September,1.63,1.26,2.36,2.10,2.18,3.50,4.84,4.63,0.07,5.22,,
October,0.96,4.35,1.68,3.11,1.73,2.14,1.47,2.60,2.49,6.18,,
November,7.02,2.70,1.64,6.57,2.82,0.74,2.43,1.72,2.62,5.99,,
December,2.62,2.64,1.27,2.05,2.44,3.16,1.62,2.65,5.11,3.27,,
Total,32.57,26.89,21.88,30.63,28.82,26.01,26.77,32.64,23.26,42.27,,
Calc annual,32.57,26.89,21.88,30.63,28.82,26.01,26.77,32.64,23.26,42.27,,
Difference,0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
