"BRIDGNORTH (MORVILLE HALL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2279/3,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,,,,,,,5.55,2.35,,
February,,,,,,,,,1.05,2.20,,
March,,,,,,,,,1.75,1.56,,
April,,,,,,,,,1.66,3.18,,
May,,,,,,,,,1.25,2.25,,
June,,,,,,,,,1.07,1.18,,
July,,,,,,,,,3.89,2.31,,
August,,,,,,,,,1.67,0.13,,
September,,,,,,,,,0.40,0.83,,
October,,,,,,,,,3.13,3.64,,
November,,,,,,,,,4.68,6.09,,
December,,,,,,,,,1.98,1.38,,
Total,,,,,,,,,28.08,27.10,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.08,27.10,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
