"RUTHWELL (COMLONGON CASTLE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5026,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,0.94,5.25,4.19,3.37,3.09,4.21,3.62,7.15,2.14,1.85,,
February,3.87,1.64,2.38,0.71,4.23,1.35,0.54,2.57,2.38,3.04,,
March,3.32,3.73,0.77,0.17,2.31,3.12,4.99,2.05,1.56,4.16,,
April,1.69,1.75,1.59,1.89,2.20,1.06,4.62,3.04,2.00,2.74,,
May,2.92,3.13,3.81,1.99,3.47,1.36,3.31,1.96,2.25,1.96,,
June,0.73,0.58,2.83,3.05,2.70,4.39,3.43,5.27,0.83,2.86,,
July,3.24,2.15,2.31,3.46,3.46,3.41,4.33,2.14,2.72,3.69,,
August,5.09,3.39,5.24,3.03,1.22,4.55,0.23,6.44,2.84,6.14,,
September,1.85,3.32,2.96,5.13,3.77,6.12,2.38,4.30,2.51,7.96,,
October,4.76,3.10,6.79,3.71,4.02,0.91,0.86,3.67,5.10,2.35,,
November,2.76,0.74,2.56,6.12,0.26,4.12,4.52,4.64,4.47,2.58,,
December,1.84,3.04,1.49,4.74,2.48,3.73,1.83,4.81,6.61,1.81,,
Total,33.01,31.82,36.92,37.37,33.21,38.33,34.66,48.04,35.41,41.14,,
Calc annual,33.01,31.82,36.92,37.37,33.21,38.33,34.66,48.04,35.41,41.14,,
Difference,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
