WESTMINSTER SPRING GARDENS GAUGE NO. 3 (GROUND),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ299803,Long,-0.128946,Lat,51.507148,Elevation,35,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933
January,2.02,0.83,3.51,4.09,2.26,3.28,2.16,1.29,1.72,3.11,2.1,0.92,3.07,1.12,4.7,1.14,2.56,0.25,0.97,1.27,2.16,2.26,1.35,,1.27,0.78,0.79,2.52,2.01,0.35,1.19,2.77,1.38,0.61,1.58,0.56,2.34,2.52,0.56,0.63,1.85,1.6,1.22,3.5,0.72,1.42,0.6,1.15,,3.37,2.19,0.46,3.91,1.12,1.21,2.77,2.72,2.43,2.04,2.59,1.36,2.63,1.73,2.3,1.62,3.07,0.89,2.22,1,1.35,0.86
February,0.39,0.62,1.44,3.6,1.35,1.04,2.32,0.59,0.98,0.84,1.38,0.85,0.8,1.61,1.79,1.18,3.82,2.08,2.66,1.25,3.27,1.03,2.57,,0.5,0.94,2.25,1,0.05,1.47,2.7,1.59,,0.21,2.45,1.12,1.73,3.8,0.79,0.82,0.74,2.69,0.66,1.67,1.05,1.43,0.34,2.35,,1.5,0.75,2.27,3.28,3.37,0.85,0.96,2.39,0.62,0.2,2.01,2.91,0.54,2.71,3.02,3.2,1.3,0.51,0.63,1.69,0.19,1.27
March,0.66,2.59,0.91,1.4,2.37,0.94,1.54,1.9,0.77,1.8,1.41,0.47,0.5,2.58,2.3,0.92,0.64,0.62,1.93,1.06,0.72,1.27,1.63,0.91,1.25,3.09,1.38,1.74,1.6,0.96,0.36,0.96,0.97,2.8,2.94,1.11,0.39,0.76,1.94,1.43,1.83,1.49,3.21,0.89,0.8,2.18,2.3,0.84,,2.35,2.04,4.06,0.73,3.92,1.83,0.94,3.4,1.21,1.06,1.37,2.3,0.56,0.8,0.23,2.35,1.07,0,1.18,0.15,1.2,1.5
April,0.64,0.84,0.38,1.67,2.05,1.41,1.16,0.42,2.66,1.2,0.57,1.12,1.63,1.66,2.58,4.51,2.74,2.32,0.47,2.37,1.6,0.92,2.32,1.38,1.74,2,1.74,2.24,0.84,0.97,0.04,1.23,1.45,0.46,1.74,0.95,2.03,0.73,1.67,0.36,1.73,1.05,1.4,0.64,2.88,2.14,1.73,1.59,,0.02,2.53,0.67,1.1,1.29,1.93,2.67,3,2.72,1.19,2.8,1.37,2.85,1.78,3.19,1.92,1.12,1.32,1.29,3.68,2.41,0.47
May,1.11,1.82,2.65,1.84,1.62,1.1,3.08,0.74,1.3,2.92,1.3,1.15,1.47,0.66,2.03,3.16,3.25,0.34,1.16,1.12,1.66,0.84,2.29,4.96,1.56,1.06,3.54,0.99,2.4,1.56,0.54,1.46,0.28,0.11,0.92,1.71,1.16,0.95,0.69,2.31,3.24,1.9,1.22,1.11,1.62,1.6,1.47,2.12,,1.08,1.29,1.81,3.87,1.89,2.36,2.14,0.34,0.72,1.03,1.25,2.18,2.59,1.55,1.64,1.48,1.75,1.33,2.91,2.74,3.37,1.76
June,3.73,1.68,2.43,3.5,1.38,0.59,1.13,0.62,3.33,2.08,2.26,2.36,2.04,1.1,0.53,2.27,3.91,2.49,1.85,2.07,1.37,2.89,2.01,0.79,1.22,2.9,2.33,,0.95,2.38,0.59,1.8,0.22,1.78,1.89,1.16,0.53,2.14,1.64,2.81,5.76,0.85,4.27,2.49,1.99,1.39,4.34,2.09,,2.63,0.52,1.18,0.66,1.77,2.59,1.08,1.58,1.41,0.29,1.32,0.54,1.98,0.11,3.2,2.67,2.34,1.11,4.84,1.76,0.62,1.67
July,0.8,0.36,2.63,1.85,4.02,0.82,0.8,1.63,3.24,2.95,1.46,0.72,4.59,0.8,3.16,1.78,3.85,4.9,1.38,2.12,2.15,2.45,0.73,2.4,0.93,5.25,2.45,,4.2,1.38,2.3,2.66,3.33,1.11,0.65,0.95,2.72,1.13,3.7,1.29,4.64,2.55,1.47,0.66,1.32,3.43,3.02,2.4,,1.23,1.61,1.23,4.14,1.36,3.81,6.05,2.09,3.94,0.15,3.61,3.12,4.92,3.42,1.84,2.42,2.05,1.46,1.39,2.52,1.96,1.46
August,1.86,1.29,4.19,2.31,2.31,2.42,1.14,1.87,0.85,1.53,2.87,1.05,1.15,1.69,2.3,5.09,4.82,0.45,4.96,1.48,0.71,0.76,0.76,0.82,2.78,3.85,2.02,1.74,3.93,3.19,1.46,2.83,2.76,1.25,1.98,0.88,0.23,2.07,1.88,3.03,4.4,1.2,2.46,0.89,1.66,2.29,1.5,1.73,,4.59,1.26,1.41,3.18,6.18,4.04,1.45,1.87,1.75,0.84,2.06,1.58,2.3,2.36,2.09,4.05,2.61,1.8,2.54,3.65,2.04,0.46
September,3.13,2.27,0.58,3.39,2.27,1.77,3.98,1.86,4.33,1.25,2.58,1.71,2.4,2.08,0.79,1.14,3.05,4.18,1.89,2.22,3.36,1.69,5.09,1.8,1.68,1.15,1.72,0.56,1.35,2.5,0.84,0.96,1.45,5.71,3.2,0.31,3.43,0.87,1.48,0.9,2.48,1.68,1.55,1.52,0.51,1.43,2.12,0.53,,2.03,1.78,0.82,2.17,1.57,2.5,4.69,0.98,3.37,1.99,1.83,1.17,2.59,2.19,1.21,4.15,0.62,0.13,3.32,2.24,2.14,2.96
October,1.63,1.09,5.4,1.95,1.69,2.35,1.5,3.43,1.61,4.47,2.84,4.53,3.99,1.75,1.55,1.31,0.49,5.79,3,5.69,1.9,0.95,3.57,1.92,1.41,1.23,3.87,1.13,4.6,3.7,3.8,4.3,2.76,2.64,0.47,2.64,2,1.61,2.09,1.38,5.04,1.62,0.9,2.84,2.35,1.88,3.84,1.94,,1.82,3.2,1.02,1.54,3,3.49,1.36,0.62,1,0.82,1.05,4.64,3.7,2.61,2.14,1.22,3.07,2.59,1.19,0.64,5.75,1.29
November,1.41,2.35,1.68,1.49,0.42,0.91,2.38,1.56,0.39,2.87,1.89,1.69,2.88,2.97,3.25,2.64,0.7,1.76,2.26,2.51,2.75,1.69,3.18,2.85,3.43,4.1,0.99,1.42,1.77,2.22,1.76,2.54,3.09,1.04,0.87,1.78,1.71,1.62,0.51,1.58,2.11,1.62,2.84,3.64,1.82,0.66,0.75,3.05,,1.38,2.42,3.15,2.11,3.81,1.39,2,1.18,0.99,1.85,1.33,1.25,2.36,1.53,4.92,2.49,1.6,4.59,3.39,1.82,0.88,0.76
December,1.07,0.4,0.78,2.03,1.81,4.4,2.57,2.85,0.82,3.91,0.37,1.75,0.74,5.54,1.55,1.02,0.62,3.06,2.61,2.24,0.7,2.51,1.02,4.05,1.34,1.62,1.33,0.62,2.97,1.62,2.21,2.16,2.14,3.17,1.91,2.02,0.56,2.24,2.67,1.23,1.14,1.59,0.8,2.06,3.09,2.21,2.16,2.88,,2.83,0.81,6.46,4.91,2.28,1.09,2.02,3.29,2.13,0.98,2.95,1.99,2.95,2.55,0.27,3.67,2.43,3.87,1.43,0.72,0.37,0.35
Total,18.45,16.14,26.58,29.12,23.55,21.03,23.76,18.76,22,28.93,21.03,18.32,25.26,23.56,26.53,26.16,30.45,28.24,25.14,25.4,22.35,19.26,26.52,,19.11,27.97,24.41,,26.67,22.3,17.79,25.26,,20.89,20.6,15.19,18.83,20.44,19.62,17.77,34.96,19.84,22,21.91,19.81,22.06,24.17,22.67,,24.83,20.4,24.54,31.6,31.56,27.09,28.13,23.46,22.29,12.44,24.17,24.41,29.97,23.34,26.05,31.24,23.03,19.6,26.33,22.61,22.28,14.81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This location had 3 gauges, one at ground level and 2 at roof level, with the ground level gauge covering the most years",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan and Feb results in 1886 were estimated because the gauge was damaged by frost; these results and the annual total have been removed from this record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gauge noted as faulty in 1890 hence some missing results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 1885 result estimated, hence this record and the annual total have been removed from this record",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1911 not recorded, no reason given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The records note that the gauge was not read on Sundays, presumably because the offices were closed. This might mean some monthly readings might be incorrect if the end of the month occurred on a Saturday and it rained over the weekend.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Relevant pdf files on Met office website are:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDF file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1860-1869_01_pt1_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1870-1879_01_pt1_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1880-1889_01_pt1_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1890-1899_01_pt1_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
