"FLECKNEY",,,,,,,,,,,,
Grid ref,SP648933,Long,-1.046134,Lat,52.533720,,,,,,,
Station no,RR2153,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.85,1.32,1.05,0.93,,,,,,,,
February,4.76,1.30,1.64,1.57,,,,,,,,
March,0.70,1.96,1.48,3.74,,,,,,,,
April,1.13,2.03,1.55,2.10,,,,,,,,
May,1.79,0.14,2.76,2.71,,,,,,,,
June,4.64,2.30,1.30,1.96,,,,,,,,
July,3.79,5.27,1.30,2.76,,,,,,,,
August,4.00,2.28,3.18,4.06,,,,,,,,
September,0.55,1.39,1.59,3.00,,,,,,,,
October,2.02,1.66,2.06,5.22,,,,,,,,
November,2.87,0.91,2.48,1.13,,,,,,,,
December,4.44,5.61,1.12,1.10,,,,,,,,
Total,34.54,26.17,21.51,30.28,,,,,,,,
Calc annual,34.54,26.17,21.51,30.28,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
