SUDBURY-BULMER-LODGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL843404,Long,0.685237,Lat,52.03138,Elevation,202,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,2.04,1.63,0.93,1.68,1.96,2.1,1.2,1.85,0.9,2.45,2.92,0.68,0.72,1.94,2.23,1.09,3.85,1.25,0.93,0.85,2.19,1.69,2.95,3.17,2.01,2.48,1.34,1.85,2.89,2.31,2.17,2.06,3.67,1.46,2.76,1.2,2.39,1.21,3.4,1.83,1.84,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,1.11,0,2.13,3,1.24,0.22,0.87,2.42,0.76,1.52,3.3,0.66,1.01,0.45,3.13,1.21,2.29,1.11,1.57,0.95,2.21,1.25,1.42,0.63,2.2,3,4.35,0.83,0.62,2.2,0.4,0.17,1.89,3.14,0.81,2.44,2.28,2.9,1.26,0.35,0.34,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,2.07,1.35,1.38,0.39,0.93,1.77,3.41,2.8,1.54,1.15,1.21,2.55,1.23,2.2,1.75,2.13,1.78,1.29,2.29,2.78,1.18,2.94,3.38,1.93,4.27,1.28,3.82,1.72,0.95,2.47,1.03,0.84,1.71,1.65,0.87,0.94,0.19,1.81,2.42,0.07,1.03,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,1.97,0.52,1.67,0.18,1.33,1.13,0.94,1.73,1.28,2.22,1.49,2.05,1,2.4,0.93,2.08,1.44,3.8,2.95,2.04,2.36,0.94,0.31,2.23,0.85,1,1.66,1.8,2.28,3.89,4.22,1.54,2.79,1.2,2.67,2.59,3.67,1.87,1.06,1.34,1.99,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,4.04,1.96,1.47,0.78,1.93,0.62,0.44,1.33,3.32,2.44,0.93,0.86,2.56,3.47,1.74,1.25,1.7,3.04,1.25,1.07,3.23,1.72,1.24,2.55,1.23,2.61,1.96,0.88,1.71,0.26,0.83,0.91,1.71,1.29,4.1,2.71,1.27,0.63,1.92,1.03,2.33,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,2.63,0.52,3.29,0.77,2.21,0.44,3.96,3.06,3.17,1.3,2.68,2.66,3.05,4.93,1.44,2.83,2.46,1.99,0.98,3.99,1.57,2.77,1.95,1.57,2.18,0.89,2.59,1.47,0.74,1.14,1.28,0.2,1.27,0.59,2.09,0.43,3.13,3.14,2.17,1.03,0.72,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,3.51,3.53,1.93,3.88,4.46,4.04,0.94,1.35,1.53,3.2,1.12,1.36,1.74,4.21,1.87,0.88,0.89,2.2,3.42,4.35,2.51,0.22,2.79,1.37,1.23,4.09,1.27,2.63,6.16,2.83,4.61,0.42,3.21,1.38,3.21,2.47,2.76,3.66,2.43,2.4,3.9,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,4.64,3.04,2.97,2.37,2.09,3.27,3.43,2.08,1.37,0.97,3.32,1.31,3.88,3.77,1.57,1.83,1,2.78,2.37,2.27,3.16,1.92,6.31,1.43,0.93,4.01,3.88,5.69,1.06,2.26,1.37,2.23,1.65,1.94,1.95,3.85,1.4,2.61,2.37,1.1,3.26,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,0.82,1.01,3.13,1.27,1.29,0.72,4.32,2.82,0.35,2.56,0.53,0.95,1.12,2.9,1.21,1.76,1.32,0.65,1.22,2.46,1.1,1.61,2.71,1.68,1.36,1.29,2.05,1.39,4.13,1.08,3.06,1.81,3.09,2.05,2.96,2.81,1.28,2.81,0.85,0.95,4.44,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,1.37,4.33,5.45,2.53,2.19,1.75,3.62,0.69,1.97,1.66,2.06,2.32,1.85,4.99,0.98,1.17,4.62,3.19,1.72,3.89,1.52,3.25,2.05,3.1,1.77,1.39,3.83,4.03,2.68,0.83,0.7,1.34,0.76,4.24,4.09,2.57,2.95,2.17,3.04,2.91,1.13,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
