ACCRINGTON HOSPITAL GROUNDS,,,,,,,,,,,,
Grid ref,SD760293,Long,-2.365510,Lat,53.759498,,,,,,,
Station no,RR8164,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,,,,
May,,,,,,,,,,,,
June,,,,,,,,,,,,
July,,,,,,,,,,,,
August,,,,,,,,4.06,,,,
September,,,,,,,,0.96,,,,
October,,,,,,,,3.84,,,,
November,,,,,,,,1.79,,,,
December,,,,,,,,4.65,,,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.30,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
