CHRISTOW-KENNICK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX807838,Long,-3.68742,Lat,50.641641,Elevation,836,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,3.4,1.41,1.04,6.53,4.06,2.69,4.14,5.98,6.93,0.8,4.09,1.22,6.59,6.37,4.25,1.39,4.24,6,1.91,8.03,1.71,1.53,1.93,4.88,1.09,5.6,8.64,0.94,3.55,1.52,1.24,4.76,7,7.16,3.19,6.17,2.48,6.53,7.77,7.86,7.58,7.03,3.36,8.39,4.14,7.53,4.02,5.05,0.99,8.47,9.85,6.01,8.62,3.32,6.48,5.31,10.74,2.37,3.26,6.25,5.88,7.47,0.91,1.38,4.21,3.76,0.67,2.01,6.45,3.56,4.55,,,
February,,,,,,,,0.78,0.69,2.13,1.73,0.13,4.05,6.22,1.73,0.07,0.92,3.74,2.55,7.18,7.81,1.7,3.34,2.79,7.61,1.21,4.37,1.72,2.12,0.72,5.67,1.65,4.62,1.63,6.49,8.1,8.26,1.06,2.18,7.21,0.99,0.33,4.55,11.58,2.42,5.95,3.82,5.15,3.83,3.45,2.05,3.6,0.06,3.65,0.27,4.24,5.4,7.62,1.71,2.32,6.01,5.6,0.49,2.59,0.79,2.93,3.82,2.19,1.8,1.74,6.82,5.32,0.61,1.46,3.29,3.48,0.36,8.07,,,
March,,,,,,,,1.99,6.25,5.19,2.15,3.77,1.1,0.29,2.36,3.85,3.83,6.12,3,0.82,2.28,5.28,2.05,4.93,3.31,5.99,1.31,0.95,4.11,8.47,1.3,3,6.2,5.14,6.68,0.66,4.87,5.03,1.37,5.7,4.93,2.68,4.99,1.98,2.74,0.68,0.87,4.42,6.14,0.26,3.49,2.86,3.25,4.52,3.92,1.7,6.41,6.04,0.15,2.37,3.84,4.84,4.22,1.79,0.23,1.29,2.31,9.01,1.65,1.89,2.16,3.91,3.44,0.74,3.4,2.41,1.62,5.33,,,
April,,,,,,,,0.94,2.2,1.55,3.77,1.89,0.79,0.46,3.95,3.32,0.35,5.11,2.96,3.47,1.4,4.9,2.65,2.57,1.38,3.97,1.3,5.75,2.66,2.65,3.41,1.77,0.14,5.34,1.99,0.96,0.98,1.49,3.08,2.11,5.21,0.67,5.21,4.56,4.69,4.39,2.36,2.36,2.47,0.89,3.89,4.69,3.16,1.7,3.62,4.96,2.95,5.01,0.22,3.45,4.56,1.25,2.63,1.37,2.97,1.07,2.81,3.26,2.56,2.63,2.45,1.91,3.21,2.69,0.15,1.16,0.81,0.35,,,
May,,,,,,,,1.1,2.38,2.82,3.08,3.6,1.29,1.81,2.62,0.96,0.03,1.85,4.12,2.67,2.48,1.85,1.57,3.34,2.48,0.63,2.19,4.49,2.34,1.1,2.73,1.63,1.66,4.25,2.17,3.22,2.19,2.48,1.47,1.01,1.69,2.2,0.64,2.29,5.16,5.22,1.28,0.45,1.08,3.17,1.63,4.26,4.2,2.65,1.83,2.91,1.63,3.42,4.15,0.93,1.91,2.54,8.41,4.38,0.65,4.56,5.89,3.98,2.3,2.16,3.3,2.56,2.64,2.78,1.97,3.85,0.92,2.7,,,
June,,,,,,,,0.4,3.34,0.38,2.25,3.15,2.01,0.84,2.01,1.56,2.84,2.75,1.66,1.76,2.77,1.91,3.25,3.03,1.12,3.49,1.52,2.48,1.14,3.72,2.41,3.92,4.9,0.75,1.95,1.72,1.55,3.84,1.1,0.73,2.02,0.17,0.57,0.33,2.39,0.07,4,2.52,2.45,2.64,0.59,3.27,4.32,2.66,1.9,4.71,1.52,1.3,1.71,3.51,0.82,2.4,0.62,1.05,2.61,3.05,2.88,2.27,2.5,0.63,1.02,0.91,0.71,2.46,3.38,3.28,1.88,2.67,,,
July,,,,,,,,1.57,7.35,4.39,2.38,2.89,2.04,5.36,4.74,3.52,2.23,2.23,0.23,1.13,0.87,1.47,3.43,4.19,4.8,0.39,0.81,1.28,1.5,2.22,3.09,0.9,2.82,0.58,5.21,3.46,1.28,2.16,3.75,1.49,4.59,0.87,3.77,1.83,5.05,3.61,1.37,6.48,1.55,1.64,2.35,4.05,2.49,2.51,0.62,0.46,7.74,1.13,4.63,7.53,4.42,0.96,1.82,2.53,2.76,2.98,1.15,2.37,1.07,2.66,4.47,2.09,1.23,2.59,2.48,2.33,4.47,4.27,,,
August,,,,,,,,1.6,2.46,2.62,3.25,6.43,3.81,1.63,4.38,2.68,1.83,4.44,2.04,3.22,2.09,1.65,2.69,4.36,2.63,4.53,2.32,1.09,3.79,1.78,5.52,3.11,7.39,0.76,2.38,2.17,5.19,6.24,2.58,3.57,0.84,1.57,3.98,3.31,2.62,2.04,1.26,3.97,2.17,2.18,5.91,5.61,2.36,1.88,4.12,2.1,0.17,1.38,5.39,3.17,0.22,4.19,5.36,3.13,3.99,2.27,4.99,1.5,3.48,1.76,5.45,4.37,4.74,1.97,3.35,0.54,3.52,3.24,,,
September,,,,,,,,2.98,1.01,2.24,1.32,1.86,1.94,1.71,4.03,0.67,6.52,3.97,0.97,2.31,1.03,4.51,3.27,4.47,2.46,2.19,0.63,0.88,3.1,1.86,0.5,2.21,1.29,2.81,2.55,1.03,2.89,1.68,6.47,2.2,2.05,0.69,4.08,3.66,6.05,4.52,1.75,5.72,1.8,0.57,6.88,1.53,5.26,1.91,2.91,3.78,4.33,2.5,1.69,0.76,1.77,0.98,3.66,3.73,2.81,3.63,7.1,2.72,1.49,4.73,4.41,4.55,3.15,3.85,2.83,1.43,7.99,3.36,,,
October,,,,,,,,3.74,1.71,5.05,1.1,10.94,6.35,2.86,6.97,5.45,4.11,2.11,7.79,2.5,3,2.13,2.7,9.38,2.18,2.17,6.38,9.47,3.19,8.16,8.19,4.94,5.25,5.14,4,6.22,6.67,4.74,2.11,1.68,4.71,1.51,1.63,6.96,7.15,4.47,3.39,2.72,7.41,7.22,5.21,0.88,8.31,4.17,2.92,4.32,1.43,4.21,4.98,6.69,5.92,2.28,3.3,5.4,5.66,4.92,3.4,1.08,3.94,7.83,1.76,1.27,5.6,4.12,3.15,1.92,2.51,2.31,,,
