BUSHEY-HEATH-CALIFORNIA-LANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ147940,Long,-0.344126,Lat,51.633127,Elevation,500,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,2.59,2.74,2.76,1.25,1.81,2.12,3.55,1.55,3.89,1.4,2.95,1.54,2.05,2.01,1.75,0.96,4.32,3.93,3.56,5.9,2.23,1.73,3.17,4.58,1.79,2.23,2.23,1.84,4.93,1.17,0.91,3,1.87,0.96,0.86,2.5,4.2,1.54,2.26,,
February,,,,,,,,,,,0.38,0.28,1.19,3.25,0.46,3.19,2.59,3.5,1.79,0.72,0.68,1.7,0.1,1.68,0.37,2.63,2.14,4.63,0.46,0.65,1.52,2.65,0.95,1.27,0.56,2.15,2.78,2.17,1.45,1.23,4.19,4.34,0.69,1.71,2.29,1.96,0.32,4.02,3.19,,
March,,,,,,,,,,,1.15,1.22,1.89,2.76,1.05,0.43,0.25,3.09,2.1,0.12,1.09,0.14,1.46,2.88,2.14,0.52,1.18,2.69,0.49,1.59,3.06,2.59,1.66,0.45,0.19,0.65,1.45,7.45,0.82,1.21,0.96,3.5,2.99,0.73,2.7,1.21,1.16,1.36,1.42,,
April,,,,,,,,,,,3.5,0.91,2.83,1.65,3.73,1.38,3.33,1.82,1.19,0.96,1.46,3.12,2.4,1.18,2.25,3.26,1.41,3.32,0.18,3.28,1.14,1.71,1.42,1.33,1.82,1.22,1.64,1.69,1.05,1.6,2.13,2.48,1.71,2.84,0.32,0.55,1.11,0.23,1.78,,
May,,,,,,,,,,,-999,0.6,1.02,2.18,4.12,2.52,2.7,1.54,1.82,2.06,2.4,2.73,4.46,1.74,0.72,0.94,0.47,3.44,1.65,1.52,1.99,1.89,2.9,1.98,0.61,3.15,3.62,1.14,2.7,2.05,1.8,2.04,2.31,1.35,2.12,4.46,0.43,1.04,2.82,,
June,,,,,,,,,,,-999,0.72,1.42,0.46,3.92,0.18,3.65,3.43,2.46,1.39,1.6,1.17,0.23,1.83,0.9,3.76,3.43,2.03,0.84,1.8,0.72,1.85,0.41,1.79,1.9,1.98,2.74,2.84,2.47,0.62,1.1,1.61,1.27,2.26,3.82,2.01,2.63,1.39,4.25,,
July,,,,,,,,,,,-999,0.23,4.05,3.13,3.82,3.36,2.17,3.19,2.75,2.06,1.45,3.19,2.41,1.47,1.37,1.46,4.72,0.91,0.74,2.18,2.33,6.7,1.69,1.79,1.74,3.37,2.6,2.25,1.28,2.04,5.17,0.96,0.69,3.39,2.98,0.25,4.44,3.48,2.97,,
August,,,,,,,,,,,-999,1.28,1.85,2.08,3.74,2.44,0.79,3.55,2.51,1.35,3.75,4.4,1.57,0.44,2.79,2.07,0.54,2.28,2.55,2.31,0.05,5.31,3.02,1.86,2.75,1.42,4.31,0.14,2.5,2.14,2.59,3.27,5.35,2.17,2.79,1.41,5.31,2.18,3.66,,
September,,,,,,,,,,,4.73,2.6,3.31,1.72,2.64,3.25,2.75,5.88,1.39,0.58,3.14,1.75,2.48,2.57,1.73,4.57,3.45,1.92,1.77,1.5,1.05,0.49,1.16,2.46,3.34,2.1,2.97,1.37,1.73,0.4,2.79,3.03,3.7,2.42,2.13,1.52,3.06,2.83,4.17,,
October,,,,,,,,,,,1.67,0.76,0.19,6.37,3.85,3.74,2.22,2.93,4.7,3.61,1.06,0.7,4.43,1.46,1.34,2.87,1.96,2.59,3.38,5.16,3.16,0.77,3.88,2.9,3.87,3.08,1.12,0.08,2.21,5.69,0.31,0.89,3.08,2.92,2.81,3.81,2.76,1.95,2.9,,
