BRADFORD THE EXCHANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE163333,Long,-1.7540311,Lat,53.795757,Elevation,396,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,,,,2.5,2.43,0.75,3.42,3.22,2.21,4.21,0.93,4.65,3.54,1.36,0.91,0.23,3.84,5,4.8,1.73,5.22,1.72,0.79,0.79,4.39,1.53,1.95,0.56,3.87,3.45,0.74,2.74,1.36,4.84,4.11,2.43,1.95,3.62,3.44,0.98,4.5,1.45,,
February,,,,,,,,,,2.2,1.48,1.72,2.19,0.65,0.96,1.07,3.32,2.6,1.07,2.46,2.56,4.03,2.21,1.52,3.13,2.77,0.69,0.73,1,1.47,0.72,0,2.82,3.25,5.47,0.24,0.47,3.01,1.77,2.13,4.83,1.37,1.98,4.28,4.06,1.65,3.08,2.22,,
March,,,,,,,,,,1.3,1.49,0.89,2.3,2.9,2.64,0.46,4.17,3.14,1.17,1.24,2.76,4.08,2.88,0.89,1.65,1.56,3.25,1.73,3.35,1.86,1.89,1.22,0.97,0.97,2.74,2.51,3.3,4.35,1.38,1.17,0.71,3.73,1.51,5.93,1.12,2.63,2.4,2.19,,
April,,,,,,,,,,1.5,0.49,2.45,4.75,0.24,1.75,0.79,2.39,3.24,1.73,2.54,1.82,1.48,4.41,2.64,2.09,1.84,2.15,0.65,2.4,2.96,0.87,1.51,1.11,0.69,2.46,2.72,1.47,2.23,2.82,2.73,1.46,2.69,2.41,2.12,1.74,1.83,0.84,2.06,,
May,,,,,,,,,,4.8,1.21,0.98,1.09,1.69,0.79,1.22,0.76,2.26,5.16,1.65,2.49,1.48,0.92,0.58,1.5,2.39,4.64,1.51,0.79,2.77,2.57,2.53,3.11,2.1,1.42,0.25,0.65,0.88,2.53,3.16,1.17,1.49,3.59,5.31,2.68,0.58,3.06,3.16,,
June,,,,,,,,,,0.6,1.97,3.2,5.32,1.2,0.81,2.14,2.04,1.99,3.25,4.6,1.93,2.13,3.92,3.51,1.03,2.79,0.97,0.09,2.52,0.14,1.98,1.03,3.5,1.82,2.44,2.65,3.76,3.68,2.07,1.08,2.81,0.92,2.23,1.45,1.5,1.89,2.42,3.83,,
July,,,,,,,,,,0.3,0.54,2.35,3.98,2.26,1.59,4.1,1.33,3.56,1.25,4.39,5.89,3.27,4.12,3.86,3.95,0.77,4.85,1.39,4.12,1.78,2.45,1.8,1.56,3.01,2.76,6.37,1.89,0.87,0.72,1.94,3.03,2.27,3.02,5.2,2.64,1.42,1.72,3.12,,
August,,,,,,,,,,1.3,1.82,1.01,2.78,2.93,2.41,2.72,2.78,4.44,6.89,4.4,1.68,3.75,1.64,2.09,0.67,0.78,1.52,1.24,1.82,3.35,4.35,4.02,2.57,1.37,2.64,2.33,1.27,2.94,3.12,1.49,4.52,2.16,4.35,3.64,2.89,4.37,2.4,1.89,,
September,,,,,,,,,,4,1.06,4.3,3.92,1.32,2.19,3.46,2.91,3.26,3.8,1.44,3.75,3.11,1.99,6.23,1.95,2.89,1.63,3.51,0.42,0.92,1.3,2.04,1.87,1.73,0.64,1.2,5.6,3.1,0.55,4.01,0.7,1.58,1.85,5.23,0.55,1.71,0.74,0.73,,
October,,,,,,,,,,1.3,6.79,2.79,4.27,2.04,2.83,4.62,3.81,4.27,3.16,1.24,4.67,4.26,4.08,3.65,1.5,5.13,4.92,2.13,0.69,3.83,1.2,3.67,6.92,1.94,4.61,2.61,3.99,1.82,4.45,2.54,4.03,2.48,4.07,12.15,0.48,2.74,4.11,6.21,,
November,,,,,,,,,,1.1,2.6,0.14,4.42,2.09,2.74,4.28,3.36,3.69,2.63,1.44,3.08,4.58,5.17,3.11,1.14,2.29,1.79,2.05,6.35,0.87,3.17,2.96,1.76,1.31,1.6,3.33,1.55,2.23,1.83,1.29,4.41,5.02,3.36,1.44,3.08,5.47,3.36,3.85,,
December,,,,,,,,,,3.6,2.24,1.06,3.62,0.9,2.64,1.21,7.47,3.55,1.78,1.26,4.16,3.03,4.51,1.32,4.25,0.76,4.36,1.91,1.4,1.4,0.84,4.99,0.74,3.92,2.13,2.83,3.77,4.5,2.63,2.82,4.27,6.7,5.08,0.83,2.01,0.48,2.98,4.11,,
Total,,,,,,,,,,24.5,24.12,21.64,42.06,21.44,23.56,30.28,35.27,40.65,35.43,28.02,35.7,35.43,39.69,34.4,27.66,25.7,35.99,18.66,25.65,22.14,25.73,27.3,28.88,22.67,32.78,30.49,28.46,32.35,25.23,29.2,36.05,32.84,35.4,51.2,26.19,25.75,31.61,34.82,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869 written by hand on 1870s TYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
