WELLINGTON-SUNNYSIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST134208,Long,-3.2349815,Lat,50.980072,Elevation,216,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,2.45,3.24,4.65,4.45,3.13,3.66,1.17,,,3.28,1.27,,1.64,3.63,6.66,2.64,4.14,2.36,0.83,,3.68,2.7,1.81,2.61,3.28,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,2.17,1.6,3.78,3.46,2.98,2.2,3.41,,,3.73,3.99,,1.62,4.77,3.14,3.49,0.36,0.52,0.25,,1.49,0.02,2.57,5.34,3.06,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,1.78,1.85,2.25,3.97,0.78,1.38,4.34,,,0.63,1.85,,1.38,0.89,3.36,0.82,2.33,1.13,,,1.6,2.93,1.39,0.5,2.24,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,0.44,4.08,2.71,0.66,1.96,1.51,3.02,,,2.16,1.74,,5.78,1.75,1.88,3.37,2.27,1.16,,,3.67,1.07,1.05,0.18,2.5,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,1.51,0.56,2.16,1.21,0.74,2.71,0.08,,,2.1,1.21,,2.21,1.54,1.75,3.07,5.96,1.87,,,1.51,3.25,1,1.65,2.04,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,0.24,2.7,2.54,1.89,1.63,3.41,1.04,,,5.46,1.37,,3.17,1.96,2.52,1.69,0.69,0.35,,,2.53,1.48,2.38,0.46,1.76,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,0.49,4.19,4.95,3.14,1.04,4.66,0.52,,,1.75,4.76,,4.04,2.45,3.01,0.35,1.64,1.13,,,3,2.57,2.68,6.4,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,3.52,1.35,2.92,3.92,3.1,2.19,2.85,,,5.73,0.54,,3.23,1.67,1.86,1.86,1.59,1.22,,,3.07,6.13,3.59,2.07,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,1.67,4.95,2.77,1.99,5.3,2.56,6.55,,,2.76,3.23,,2.78,4.7,1.67,4.08,2.6,2.36,,0.96,1.13,2.08,2.77,2.17,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,4.93,2.97,5.17,2.15,3.6,6.27,3.16,,,1.7,5.98,,8.03,2.97,0.95,4.47,4.61,2.45,,3.94,1.5,8.73,3.74,3.49,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
