STONYHURST COLLEGE OBSERVATORY monthly gauge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD691388,Long,-2.471122,Lat,53.844516,Elevation,376,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,,1.8,7,3.86,6.17,7.51,4.88,3.77,1.27,2.65,4.08,3.97,4,4.7,1.1,4.05,6.31,3.3,4.11,6.3,4.45,3.8,3.85,4.1,1.68,5.53,6.07,5.02,5.07,,6.21,4.75,1.67,0.87,0.47,4.11,5.6,7.71,3.47,7.47,3.11,2.97,2.65,5.98,3.13,4.25,1.77,4.63,2.8,3.33,1.26,6.3,7.17,6.07,2.9,4.85,5.28,3.95,2.94,6.07,3,5.55,2.69,8.45,1.7,3.8,4.8,4.6,7.31,4.62,3.2,3.7,5.3,,8.53,3.98,7.03,3.67,3.37,,,,,
February,,,,,,,,,8.9,3.7,6.65,3.49,8.1,1.28,4.35,0.88,6.17,2.84,0.32,3.89,1.8,4,1.34,2.68,4.61,3.63,5.24,4.35,4.4,8.75,1.56,4.5,4.2,0.78,1.4,1.4,,5.38,2.15,2.72,3.87,6.36,3.42,3.01,4.01,2.98,1.07,1.75,1.63,3.22,0.87,0.64,3.29,5.75,7.03,0.55,2.66,4.2,4.7,2.14,3.42,2.13,1.41,4.61,3.98,2.68,3.56,3.51,4.42,4.22,5.5,6.25,1.8,1.9,3.1,4.75,4.7,1.8,5.8,1.25,,0.59,5.85,5.35,1.36,5.67,,,,,
March,,,,,,,,,3.5,1.1,1.54,3.61,0.37,1.69,2.24,3.13,0.49,3.23,2.92,6.53,6.1,6.8,4.7,2.3,3.7,2.3,2.52,1.45,6.4,1.37,2.8,1.94,4.26,3.29,6.19,1.1,,4.42,2.63,2.44,3.18,5.25,5.6,1.07,2.88,3.91,3.49,3.07,3.61,4.12,4.62,1.93,1.02,1.68,3.92,4.39,7.02,5.2,3.12,3.84,0.66,3.49,3.73,4.99,2.74,3.48,4.24,5.64,3.43,2.67,1.02,2.5,7.1,6.1,5.39,3,1.9,3.07,1.55,5.54,,5.01,2.3,1.28,1.46,2.1,,,,,
April,,,,,,,,,2.2,1.3,4.32,1.2,0.5,3.7,1.14,2.71,2.87,2.05,2.96,4.17,1.7,1.4,4.47,2.5,1.81,2.2,1.1,5.93,2.3,2.78,2.47,3.59,3.6,0.72,1.58,1.2,,2.74,1.49,1.54,2.06,2.03,5.75,2.11,1.22,1.67,3.56,1.91,2.25,2.1,1.52,2.1,2.22,0.79,1.85,2.54,2.89,2.91,2.12,4.19,3.55,2.54,2.48,2.91,3.87,3.69,2.05,1.8,2.57,4.39,4.2,2.95,1.33,4.9,1.35,3.8,4.5,1.5,1.4,3.05,,2,2.6,3.6,1.66,2.55,,,,,
May,,,,,,,,,1.7,1.9,1.58,1.46,2.82,0.29,2.69,1.95,3.24,2.53,3.64,0.26,4.2,1.4,5.23,3.9,2.93,5.21,2.07,2.1,1.6,3.42,1.93,1.79,3.08,2.58,1.81,2.76,,2.85,4.5,2.33,2.83,5.77,2.8,1.16,2.32,2.07,6.2,2.84,0.94,2.89,2.54,3.01,5.65,2.43,3.08,0.38,0.64,3.31,3.44,3.29,1.77,0.82,3.09,3.31,3,0.65,4.81,3.63,3.83,2.46,3.2,2.2,2.94,4,2.8,1.8,3.05,1.49,1.7,2,,3.1,2.1,4.4,6.62,4.29,,,,,
June,,,,,,,,,7.1,2.3,3.26,5.69,3.84,4.56,2.91,5.15,5.68,6.91,1.96,3.15,6.4,2.3,4.9,5.08,5.21,0.69,4.87,2.14,0.7,2.04,2.13,3.31,4.86,3.88,1.86,4,,2.98,3.43,4.9,4.76,2.84,6.15,4.58,1.01,3.9,2.9,0.55,2.38,2,4.49,1.37,4.45,2.37,3.63,3.33,3.56,4.66,2.6,1.7,2.78,2.09,1.25,2.36,1.4,3.09,1.93,8.71,2.69,2.8,4,3.6,6.15,2.4,1.9,1,2.49,3.6,2.3,1.75,,0.65,3.25,1.45,2.78,0,,,,,
July,,,,,,,,,3.8,7.1,4.59,5.68,3.45,7.29,2.56,4.9,3.61,4.29,3.95,1.92,1.8,5.3,5.48,1.99,2.25,3.21,6.2,5.43,0.7,1.05,2.22,8.01,4.3,4.48,2.74,5.25,,4.93,1.4,6.76,7.11,5.73,7.94,3.15,5.28,2.36,4.98,2.39,8.66,3.03,4.23,3.14,1.78,5,4.22,5.18,2.43,2.51,0.98,2.78,3.15,1.86,3.6,4.68,2.14,3.56,2.76,3.3,5.61,7.57,4.3,0.8,4.8,1.4,4.99,4.3,2.85,2.07,4.7,1.94,,3.42,6.45,5.92,5.02,2.21,,,,,
August,,,,,,,,,6.6,6,6.08,5.86,5.66,3.08,4.43,2.88,5.12,4.27,3.57,6.25,6.4,6.3,4.87,5.73,3.28,5.79,6.15,3.51,4.5,3.89,2.8,2.04,5.19,6,6.99,3.4,,6.65,6.82,7.83,2.23,6.31,5.51,3.66,2.75,2.55,2.33,2.2,5.81,6.84,7,9.8,7.07,6.07,8.2,4.98,3.23,7.59,7.01,2.14,6.13,3.33,3.84,6.41,5.25,4.1,4.67,6.22,4.31,3.21,7.2,3.02,7.25,2.13,2.59,5.75,4.05,6.11,5.1,4,,7,6.12,7.42,7.51,3.81,,,,,
September,,,,,,,,,3.4,4,2.56,1.99,4.81,4.16,5.01,1.72,4.12,3.02,6.1,7.67,3.5,5.8,3.71,8.01,4.37,1.06,9.72,4.94,2.5,9.48,3.69,3.64,8.29,2.61,5.5,5.1,,4.49,6.28,3.49,3.95,2.16,3.2,6.4,3.9,5.63,4.94,5.69,2.94,5.12,5.31,4.9,5.58,7.19,0.74,1.9,6.96,5.66,1.66,9.04,3.02,1.31,1.25,6.02,1.28,4.38,1.5,1.15,5.25,3.56,0.6,5.1,2.7,1.87,5.7,0.75,3.01,3.2,12.56,3.35,,2.93,4.6,7,4.91,4.41,,,,,
October,,,,,,,,,4.9,5,5.13,6.52,6.11,4.12,4.17,9.48,1.4,2.2,6.42,3.54,7.7,3,7.98,6.39,2.4,6.69,2.94,5.36,6.8,3.98,13.3,6.5,5.71,8.36,6.66,3.06,,6.55,5.44,4.19,3.05,3.38,4.74,5.86,4.01,5.65,5.07,2.11,2.4,3.52,5.22,3.88,5.43,7.85,4.22,5.51,4.16,2.66,4.07,3.07,7.75,4.6,5.13,10.83,3.73,4.72,6.97,3.87,2.33,5.5,4,3.7,4.9,2.08,2.6,1.1,10.2,8.76,5.1,2.4,,4.6,0.98,6.15,4.61,5.45,,,,,
