"STONYHURST COLLEGE OBSERVATORY - self recording gauge, 2' above the ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD692388,Long,-2.469602,Lat,53.844522,Elevation,377,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,5.01,,,,1.38,0.84,0.45,4.03,5.55,7.45,3.33,7.17,3.1,2.28,2.56,5.9,3.09,4.13,1.76,4.61,2.8,3.33,1.27,6.31,7.15,6.06,2.89,4.85,5.26,3.95,2.94,6.07,3,5.52,2.68,8.4,1.75,3.84,4.81,4.73,7.43,4.67,,,,4.9,8.61,3.87,7.13,3.89,3.87,4.81,5.45,12.42,2.07,6.19
February,,,,,,1.38,,,,2.6,3.65,6.32,3.27,3.17,3.81,3.01,1,1.91,1.42,3.4,0.86,0.6,3.45,5.77,6.79,0.55,2.69,4.15,4.67,2.15,3.42,2.13,1.41,4.61,3.98,2.68,3.56,3.51,4.13,4.2,5.62,6.24,1.84,1.88,3.22,4.85,4.73,,,,3.7,0.64,5.7,5.52,1.39,5.7,5.83,2.03,6.33,1.02,0.41
March,,,,,,1.18,,,,2.47,3.17,4.92,5.36,1.02,2.7,3.41,3.54,2.93,3.54,4.08,4.53,1.88,1.04,1.7,3.9,4.37,7.08,5.35,3.15,3.84,0.66,3.49,3.73,5,2.74,3.48,4.24,5.64,3.42,2.66,1.05,2.51,7.2,6.09,5.38,3.09,1.92,,,,4.18,5.02,2.34,1.44,1.65,2.16,2.49,4.12,2.59,1.69,2.9
April,,,,,,1.63,,,,1.58,2.04,1.91,5.68,2,0.95,1.77,3.53,1.77,2.29,2.03,1.52,2.07,2.32,0.81,1.93,2.63,2.91,3.04,2.17,4.28,3.55,2.54,2.48,2.9,3.87,3.69,2.05,1.8,2.58,4.36,4.4,3.03,1.36,4.97,1.47,3.82,4.57,,,,5.36,2.07,2.7,3.67,1.81,2.71,1.9,3.78,1.35,1.28,2.17
May,,,,,,2.77,,,,2.34,2.84,5.56,2.76,1.06,2.25,2.04,6.12,2.75,0.93,2.93,2.56,3.04,5.67,2.45,3.17,0.5,0.76,3.49,3.57,3.43,1.77,0.82,3.09,3.31,3,0.65,4.81,3.63,3.84,2.45,3.26,2.24,2.95,4.05,2.89,1.85,3.12,,,,6.5,3.14,1.99,4.45,6.83,4.53,3.65,1.21,0.91,3.2,3
June,,,,,,4.22,,,,4.76,4.78,2.67,6.07,4.28,1.14,3.88,2.89,0.5,2.27,2,4.46,1.47,4.38,2.4,3.77,3.41,3.59,4.84,2.79,1.78,2.78,2.09,1.25,2.36,1.4,3.09,1.93,8.71,2.69,2.79,4.03,3.78,6.23,2.47,1.96,1.03,2.5,,,,2.6,0.67,3.22,1.58,2.95,0.27,2.27,3.88,7.55,1.77,3.16
July,,,,,,5.78,,,,6.7,6.98,5.62,7.81,3.03,5.21,2.32,4.96,2.26,8.31,3.04,4.23,3.13,1.83,5.05,4.31,5.33,2.59,2.73,1.18,2.98,3.15,1.86,3.59,4.68,2.14,3.56,2.76,3.3,5.62,7.51,4.43,0.94,4.77,1.48,5,4.38,2.88,,,,6.54,3.43,6.36,6.11,5.29,2.51,3.37,4.93,3.43,3.97,6.05
August,,,,,,3.15,,,,7.63,2.23,6.11,5.35,3.4,2.83,2.59,2.36,2.2,6.07,6.91,7.03,9.85,7.23,6.09,8.28,5.19,3.29,7.6,7.07,2.35,6.14,3.33,3.85,6.41,5.25,4.1,4.67,6.21,4.31,3.19,7.19,3.14,7.36,2.29,2.64,5.86,4.13,,,,2.19,7.22,5.95,7.71,7.56,4,5.02,7.11,8.11,8.03,7.53
September,,,,,,5.27,,,,3.38,3.93,2.15,3.11,6.63,3.67,5.51,4.98,5.66,2.66,5.16,5.16,4.95,5.37,7.2,0.8,2.04,6.89,5.67,1.75,9.11,3.03,1.31,1.25,6.02,1.28,4.38,1.5,1.16,5.24,3.53,0.65,5.11,2.76,1.95,5.77,0.78,3.08,,,,2.92,2.92,4.58,7.02,4.99,4.6,5.5,8.99,1.68,2.62,3.53
October,,,,,,3.74,,,,4.05,2.87,3.35,4.71,5.74,4.05,5.51,5.17,2.11,2.46,3.41,5.2,3.82,5.44,7.93,4.32,5.77,4.15,2.7,4.13,3.06,7.75,4.6,5.12,10.83,3.73,4.72,6.97,3.86,2.34,5.46,4.05,3.77,4.93,2.08,2.65,1.18,10.3,,,,1.29,4.67,0.9,6.67,4.76,5.59,5.45,3.41,6.17,6.77,8.05
November,,,,,,5.69,,,,1.3,7.29,5.21,8.09,5.16,1.68,3.77,3.83,2.37,5.78,2.6,8.17,4.41,3.56,4.56,3.54,3.75,1.52,5.78,5.05,3.27,4.34,8.19,2.06,4.59,5.13,4.23,4.93,3.34,4.96,2.69,5.48,4.56,5.54,5.67,8.05,2.08,3.6,,,,2.72,2.59,3.27,7.84,3.88,2.53,5.73,5.51,7.1,7.9,6.04
December,,,,,,2.24,,,,3.46,9.17,4.78,3.72,4.79,6.32,2.66,6.48,3.06,2.98,4.48,0.54,8.59,3.88,4.92,5.07,6,5.37,4.67,6,4.1,5.57,5.72,4.04,2.97,3.17,1.32,6.18,5.76,3.62,7.25,4.73,7.15,5.34,4.21,6.41,7.52,3.8,,,,3.04,7.93,5.28,5.09,4.92,4.42,2.93,1.21,3.18,8.77,3.59
Total,,,,,,42.06,,,,41.65,49.79,49.05,59.96,45.83,42.06,39.8,52.03,30.62,40.99,42.6,50.16,46.9,48.3,50.64,50.49,42.34,44.17,51.29,47.84,47.5,48.22,38.97,36.72,58.94,39.64,38.84,49.67,49.92,48.27,48.77,53.29,44.22,54.12,41.95,50.17,43.87,49.3,44.18,,,45.94,48.91,46.16,64.23,49.92,42.89,48.95,51.63,60.82,49.09,52.62
