"STONYHURST COLLEGE OBSERVATORY",,,,,,,,,,,,
Grid ref,SD692388,Long,-2.469602,Lat,53.844522,,,,,,,
Station no,2978,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.06,2.89,4.85,5.26,3.95,2.94,6.07,3.00,5.52,2.68,,
February,3.42,2.13,1.41,4.61,3.98,2.68,3.56,3.51,4.13,4.20,,
March,0.66,3.49,3.73,5.00,2.74,3.48,4.24,5.64,3.42,2.66,,
April,3.55,2.54,2.48,2.90,3.87,3.69,2.05,1.80,2.58,4.36,,
May,1.77,0.82,3.09,3.31,3.00,0.65,4.81,3.63,3.84,2.45,,
June,2.78,2.09,1.25,2.36,1.40,3.09,1.93,8.71,2.69,2.79,,
July,3.15,1.86,3.59,4.68,2.14,3.56,2.76,3.30,5.62,7.51,,
August,6.14,3.33,3.85,6.41,5.25,4.10,4.67,6.21,4.31,3.19,,
September,3.03,1.31,1.25,6.02,1.28,4.38,1.50,1.16,5.24,3.53,,
October,7.75,4.60,5.12,10.83,3.73,4.72,6.97,3.86,2.34,5.46,,
November,4.34,8.19,2.06,4.59,5.13,4.23,4.93,3.34,4.96,2.69,,
December,5.57,5.72,4.04,2.97,3.17,1.32,6.18,5.76,3.62,7.25,,
Total,48.22,38.97,36.72,58.94,39.64,38.84,49.67,49.92,48.27,48.77,,
Calc annual,48.22,38.97,36.72,58.94,39.64,38.84,49.67,49.92,48.27,48.77,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
