STONYHURST COLLEGE,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,NONE,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.90,8.61,3.87,7.13,3.89,3.87,4.81,5.45,12.42,2.07,6.19,
February,3.70,0.64,5.70,5.52,1.39,5.70,5.83,2.03,6.33,1.02,0.41,
March,4.18,5.02,2.34,1.44,1.65,2.16,2.49,4.12,2.59,1.69,2.90,
April,5.36,2.07,2.70,3.67,1.81,2.71,1.90,3.78,1.35,1.28,2.17,
May,6.50,3.14,1.99,4.45,6.83,4.53,3.65,1.21,0.91,3.20,3.00,
June,2.60,0.67,3.22,1.58,2.95,0.27,2.27,3.88,7.55,1.77,3.16,
July,6.54,3.43,6.36,6.11,5.29,2.51,3.37,4.93,3.43,3.97,6.05,
August,2.19,7.22,5.95,7.71,7.56,4.00,5.02,7.11,8.11,8.03,7.53,
September,2.92,2.92,4.58,7.02,4.99,4.60,5.50,8.99,1.68,2.62,3.53,
October,1.29,4.67,0.90,6.67,4.76,5.59,5.45,3.41,6.17,6.77,8.05,
November,2.72,2.59,3.27,7.84,3.88,2.53,5.73,5.51,7.10,7.90,6.04,
December,3.04,7.93,5.28,5.09,4.92,4.42,2.93,1.21,3.18,8.77,3.59,
Total,45.94,48.91,46.16,64.23,49.92,42.89,48.95,51.63,60.82,49.09,52.62,
Calc annual,45.94,48.91,46.16,64.23,49.92,42.89,48.95,51.63,60.82,49.09,52.62,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,
