NEW CUMNOCK (BANK COLLIERY 1954),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS595114,Long,-4.218878,Lat,55.376411,Elevation,764,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,4.59,5.5,5.94,13.28,3.54,8.02,6.49,11.62,13.68,6.03,7.98,8.57,6.75,8.61,7.88,10.34,2.38,13.05,9.25,10.11,5.29,7.61,2.76,4.87,7.97,9.64,4.69,2.5,0.81,6.6,6.4,4.72,4.47,6.19,5.47,8.36,6.5,4.08,4.64,5.51,2.74,5.51,,,,,,
February,,,,2.69,11.19,12.66,7.72,1.31,10.24,0.43,8.46,1.44,4,9.85,2.75,4.7,4.69,2.08,4.38,1.92,0.71,11.27,0.04,3.26,0.57,6.42,3.39,6.47,3.69,6.39,1.87,3.85,2.98,5.15,1.33,7.67,4.43,0.44,4.72,7.37,5.21,3.06,2.18,1.79,3.79,,,,,,
March,,,,6.34,8.16,3.75,2.39,3.95,1.52,3.86,9.59,12.91,3.72,2.5,0.78,1.51,5.11,3.96,5.23,1,4.13,1.52,2.54,3.92,3.6,2.07,2.92,1.59,3.82,4.71,6.22,1.84,1.69,1.8,0.53,3.56,1.92,4.03,6.67,2.27,4.62,3.41,2.69,1.1,3.57,,,,,,
April,,,,7.53,5.31,4.44,6.58,2.61,0.99,3.1,2.94,2.84,3.74,3.69,3.4,5.36,3.04,3.14,2.45,1.52,4.51,4.64,4.24,1.56,3.97,3.23,0.86,2.29,0.25,3.06,1.65,2.18,2.47,3.37,2.24,1.94,1.97,9.21,3.61,6.63,5.43,4.19,2.73,3.39,2.15,,,,,,
May,,,,5,1.9,0.69,5,3.03,2.15,0.98,7.66,4.01,3.72,2.92,3.11,5.5,3.03,2.97,1.29,6.9,2.59,6.78,2.52,3.69,3.62,1,2.34,1.71,2.92,0.45,1.25,4.34,3.98,3.55,,5.36,1.31,4.63,1.4,2.3,1.51,2.48,2.54,3.12,4.81,,,,,,
June,,,,3.25,0.44,1.62,2.55,3.82,1.92,4.28,1.41,0.87,2.16,2.24,1.86,0.19,2.51,4.08,5.43,2.97,3.54,12.07,2.22,2.77,2.3,4.75,1.52,2.11,4.21,1.35,1.44,1.41,1.56,3.79,,4.14,3.36,3,6,0.88,3.13,1.59,3.07,1.03,3.67,,,,,,
July,,,,1.12,3.5,4.69,6.02,1.08,3.06,0.66,3.88,5.29,2.01,4.27,4.2,1.59,4.15,4.51,3.6,6.5,6.89,7.54,4.1,4.7,2.48,2.29,5.9,6.02,5.46,2.96,5.28,3.68,3.29,1.98,,4.47,4.55,4.98,3.58,1.58,5.27,2.85,4.04,4.37,4.34,,,,,,
August,,,,1.25,2.87,5.02,2.94,6.46,3.47,3.26,4.04,8.19,4.06,8.14,3.13,2.86,3.37,3.87,5.78,7.27,10.36,3.67,1.21,3.02,6.2,1.22,1.77,2.14,2.97,1.4,2.82,7.04,4.45,3.65,,1.77,3.33,0.06,5.96,3.5,5.22,8.14,2.92,3.16,5.44,,,,,,
September,,,,2.56,2,1.18,3.05,3.41,9.25,4.61,2.63,2.39,3.13,9.49,7.08,3.04,2.91,8.01,3.24,1.96,6.75,1.88,4.46,1.48,5.56,4.29,4.27,3.32,3.4,1.97,5.25,2.25,6.76,2.79,,8.81,8.27,6.5,6.19,2.01,13.3,5.33,2.76,5.88,8.9,,,,,,
October,,,,4.03,3.5,3.38,9.1,15.68,9.03,1.31,4.96,3.69,2.07,8.86,3.02,5.08,5.84,5.06,9.37,11.81,15.21,7.09,8.6,3.59,7.44,7.5,5.14,4.69,10.12,2.47,6.04,4.83,6.5,8.55,,4.86,0.64,2.37,5.38,6.52,5.01,0.94,5.51,4.84,,,,,,,
