FELSTED-SUGAR-FACTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL664211,Long,0.415229,Lat,51.863668,Elevation,200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1303/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,2.2,1.61,3.26,1.24,1.82,1.35,1.22,1.35,1.28,1.62,2.98,3.38,2.33,4.72,1.48,1.67,2.16,4.09,1.25,1.39,1.14,1.98,3.23,1.17,,,,0.88,1.06,1.92,3.09,1.03,1.78,2.1,1.58
February,,,,,,,2.6,3.42,1.25,0.57,0.56,1.68,0.2,0.93,0.27,2.2,1.69,2.88,0.38,0.52,1.07,2.34,0.98,0.78,0.75,1.42,2.3,2.05,1.15,1.37,,,,1.12,1.97,1.56,0.47,2.5,3.08,0.03,1.77
March,,,,,,,0.2,1.97,2.14,0.03,1.19,0.12,1.09,1.76,2,0.31,0.63,2.88,0.4,1.33,2.57,2.71,1.88,0.33,0.56,1.03,0.93,4.34,1.21,0.79,,,,0.42,1.99,1.21,0.75,1.11,0.82,1.65,1.25
April,,,,,,,4.5,1.47,0.81,1.77,2.16,2.95,2.07,1.36,2.18,2.38,1.74,2.51,0.25,2.49,1.34,1.09,0.93,0.84,1.74,0.95,0.97,1.4,2.21,1.24,,,,2.16,0.25,0.16,1.06,0.14,0.95,2.44,0.48
May,,,,,,,1,0.95,1.85,1.5,2.05,3.2,3.09,1.64,0.36,1.38,1.06,2.31,1.52,1.27,0.8,1.21,1.78,1.03,1.01,2.9,2.03,0.57,2.11,2.15,,,,1.71,2.15,4.36,0.49,0.82,2.43,0.84,1.67
June,,,,,,,2.8,3.04,2.33,0.5,0.92,0.6,0.53,1.32,1.24,3.52,3.75,1.88,0.35,1.77,0.28,0.39,0.27,2.4,1.95,1.19,2.96,2.35,2.64,0.66,,,,2.45,2.35,2.94,1.69,1.87,4.97,0.59,1.61
July,,,,,,,2.1,2.18,1.48,1.71,2.39,2.8,1.79,1.15,1.67,0.52,3.18,1.56,1.38,2.41,2.89,1.95,2.1,1.59,2.13,2.36,2.86,3.04,1.22,2.5,,,,2.95,2.41,0.69,3.34,2.97,2.85,1.67,2.95
August,,,,,,,0.8,3.95,2.04,1.64,2.55,4.52,1.1,0.3,1.42,1.63,0.44,0.74,0.7,2.81,0.07,3.67,1.8,1.56,2.06,1.9,3.57,0.14,4.38,1.37,,,,1.61,2.65,1.11,4.23,2.43,3.35,0.78,4.17
September,,,,,,,0.9,4.17,0.79,0.73,3.13,1.42,1.71,2.13,1.06,4.13,1.88,1.13,3.12,1.12,0.55,0.38,1.52,1.83,2.96,2.47,3.06,1.65,1.52,0.85,,,,1.92,1.15,1.89,3.08,2.34,3.53,0,4.96
October,,,,,,,2.6,1.94,2.8,2.91,0.92,0.52,4.81,1.28,1.13,2.76,1.47,1.31,2.3,5.62,1.91,1.26,3.46,1.65,2.89,2.14,1.15,0.18,2.3,4.98,,,,3.27,1.7,3.62,2.37,2.02,2.21,1.72,5.07
November,,,,,,,4.3,2.32,1.97,4.19,3.69,1.81,1.13,1.03,1.62,4.5,2.25,1.75,2.08,3.61,5.44,2.11,1.48,1.3,2.94,0.2,3.43,1.07,1.95,1.87,,,,1.12,3.39,0.58,0.59,2.46,1.58,2.39,3.26
December,,,,,,,0.4,2.53,2.87,3.86,2.07,0.58,0.34,0.58,3.25,2.63,1.63,3.12,2.49,0.82,1.22,1.28,2.26,1.37,1.26,2.7,2.14,3.33,1.96,1.26,,,,0.74,1.65,1.87,2.14,2.1,2.4,4,2.61
Total,,,,,,,24.4,29.55,23.59,20.65,23.45,21.55,19.08,14.83,17.48,27.58,22.7,25.45,17.3,28.49,19.62,20.06,20.62,18.77,21.5,20.65,26.54,22.1,25.88,20.21,,,,20.35,22.72,21.91,23.3,21.79,29.95,18.21,31.38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930 Total corrected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
