GILSTON-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL441129,Long,0.088204,Lat,51.796191,Elevation,175,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,2,0.64,2.49,3.09,0.72,0.64,2.18,2.57,1.37,3.84,1.21,1.17,0.9,2.05,1.57,3.33,2.88,0.87,3.12,1.59,1.46,2.77,3.41,2.33,2.19,3.44,1.29,2.56,2.16,2.79,1.71,3.18,1.3,2.38,1.92,1.44,1.68,1.54,1.96,3.56,3.77,2.66,4.44,1.85,,2.4,,,,1.93,1.68,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,2.52,0.86,1.68,3.81,1.19,1.06,1.06,3.3,1.26,2.08,1.4,1.31,0.72,3.29,1.27,1.52,0.76,2.43,3.44,3.44,0.69,1.02,2.98,0.46,0.17,2.11,2.88,0.74,3.32,2.66,3.73,1.41,0.92,0.52,2.07,0.24,1.35,0.23,2.65,1.89,4.1,0.86,0.98,1.48,,0.85,,,,2.64,1.39,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,3.41,1.36,0.69,0.75,2.65,1.51,3.05,1.52,2.97,1.73,1.16,2.73,3.17,1.06,2.05,3.05,2.04,4.24,1.45,4.29,1.54,1.05,2.68,1.72,0.96,1.89,1.86,1.04,0.92,0.16,2.39,1.91,0.05,1.68,0.18,1.59,2.11,2.04,0.5,1,2.73,0.38,2.09,2.88,,1.9,,,,1.7,4.78,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,1.62,1.57,3.15,1.32,1.95,0.73,1.99,0.68,2,0.79,3.22,3.46,2.1,2.07,1.31,0.14,2.22,0.88,0.95,1.38,2.13,3.71,3.83,3.96,1.5,2.26,1.37,2.78,1.72,3.07,1.91,1.35,1.7,2.21,3.88,2.12,0.85,1.51,3.08,1.24,3.15,0.19,2.97,1.74,,1.33,,,,1.37,1.71,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,1.27,3.3,2.19,1.13,1.5,2.98,2.92,1.81,2.05,1.12,2.53,1.97,1.59,3.08,2.34,1.05,1.65,1.45,2.35,1.9,2.2,2.24,0.39,0.74,0.9,1.22,1.33,3.84,1.89,1.25,0.95,1.76,1.55,2.46,2.71,3.82,1.65,0.46,1.31,0.64,2.79,2.41,1.47,1.14,,2.44,,,,2.16,0.58,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,3.2,1.72,1.17,3.15,0.71,2.81,6.21,1.01,3.13,3.21,2.42,1.4,3.91,2.28,2.64,2.67,1.98,1.76,0.88,2.02,0.84,1.13,1.41,1.41,0.31,1.38,0.73,2.43,0.23,3.44,3.79,2.74,0.55,2.31,2.44,0.6,2.6,1.98,3.76,3.89,2.22,0.41,1.28,0.45,,0.12,,,,2.37,1.96,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,0.27,1.54,3.15,1.01,2.3,1.18,5.02,2.55,1.67,1.15,1.82,4.16,3.68,1.81,1.21,1.83,2.15,2.17,4.44,1.21,4.72,4.17,2.33,3.82,0.22,3.12,1.68,3.4,3.11,3.07,3.13,1.42,2.53,2.07,3.3,2.07,1.24,1.24,0.7,4.37,3.39,1.09,2.06,2.75,,2.31,,,,3.22,2.51,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,1.91,1.3,0.74,3.49,1.7,4.03,5.17,2.39,3.59,0.64,2.29,3.01,2.13,2.72,0.62,6.74,1.5,1,2.46,4.56,5.11,1.02,2.26,1.33,0.8,2.08,2.62,2.07,2.62,1.34,3.81,2.43,1.6,3.11,3.64,2.15,0.54,2.33,1.34,0.61,0.95,1.97,4.54,0.02,,1.79,,,,3.13,0.06,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,2.96,0.32,2.09,1.07,1.47,1.67,3.3,1.32,1.81,1.29,0.58,1.76,2.66,0.87,1.62,2.64,0.94,1.25,1.91,1.57,1.38,5.25,1.37,2.67,2.08,2.53,1.65,3.12,2.85,2,4.64,0.68,0.78,2.97,2.38,1.72,2.52,1.58,3.54,3.58,1.99,3.15,1.61,1.19,,1.42,,,,3.22,1.32,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,0.79,3.3,2.06,2.03,2.48,1.48,6.89,1.35,1.62,3.94,3.06,1.67,4.7,1.94,3.21,2.16,3.99,1.48,1.5,3.23,3.94,1.64,0.82,1.09,1.02,0.97,4.31,3.97,2.96,2.11,1.8,3.18,3.41,1.11,0.62,4.49,1.58,1.3,2.67,1.78,2.11,2.69,4.94,2.89,,4.81,,,,1.34,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,1,1.78,3.75,1.97,1.07,1.42,2.25,1.89,2.53,4.11,2.24,0.89,0.84,3.47,3.32,2.29,2.62,3.44,2.39,4.14,1.66,2.49,2.24,0.87,2.1,1.3,1.87,2.83,1.77,4.71,2.97,2.32,4.82,3.45,2.46,1.4,1.04,1.73,3.89,3.34,1.56,2.78,4.04,6.65,,1.6,,,,3.91,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,2.51,2.58,1.67,3.68,3.53,1.2,1.68,1.8,0.93,3.25,2.95,2.22,3.6,3.97,4.75,2.48,0.83,6.07,4.94,3.03,0.88,2.31,3.7,2.35,1.63,2.38,2.32,3.02,1.96,0.43,2.83,2.72,5.41,2.72,0.95,0.48,0.56,4.05,2.85,2.19,3.29,2.26,0.99,1.47,,2.7,,,,2.09,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,23.46,20.27,24.83,26.5,21.27,20.71,41.72,22.19,24.93,27.15,24.88,25.75,30,28.61,25.91,29.9,23.56,27.04,29.83,32.36,26.55,28.8,27.42,22.75,13.88,24.68,23.91,31.8,25.51,27.03,33.66,25.1,24.62,26.99,26.55,22.12,17.72,19.99,28.25,28.09,32.05,20.85,31.41,24.51,,23.67,,,,29.08,19.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925 Total adjusted for arithmetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
