"HAMMERWICH (CANNOCK RES)",,,,,,,,,,,,
Grid ref,SK040074,Long,-1.942292,Lat,52.664303,,,,,,,
Station no,2339,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.32,2.53,1.18,,2.00,3.19,1.27,2.12,3.58,5.31,,
February,2.57,0.66,1.31,,1.69,0.44,2.02,4.68,0.44,1.92,,
March,4.81,2.01,1.08,,2.72,1.16,2.07,1.80,1.47,1.97,,
April,2.30,2.43,2.96,,1.10,1.73,0.23,0.73,2.69,1.35,,
May,3.71,3.14,2.21,,4.04,0.68,1.03,1.58,0.97,1.49,,
June,1.64,2.12,2.33,,3.18,2.02,1.00,3.17,0.67,2.74,,
July,1.14,2.14,2.51,,0.84,2.85,3.63,5.52,1.61,4.02,,
August,5.49,2.21,2.23,,0.56,4.35,4.02,2.35,1.82,3.49,,
September,2.64,1.27,2.40,,2.27,2.65,5.58,3.34,0.11,4.67,,
October,0.76,4.17,1.67,,1.57,1.71,1.64,3.03,2.78,6.73,,
November,6.61,2.02,1.89,,2.60,0.88,2.03,2.00,3.95,3.80,,
December,2.60,2.80,1.60,,1.70,2.62,1.10,3.26,3.37,3.00,,
Total,36.59,27.50,23.37,,24.27,24.28,25.62,33.58,23.46,40.49,,
Calc annual,36.59,27.50,23.37,0.00,24.27,24.28,25.62,33.58,23.46,40.49,,
Difference,-0.00,0.00,-0.00,NaN,0.00,0.00,-0.00,-0.00,0.00,0.00,,
