"BLANDFORD (BRYANSTON)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1620,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,6.16,4.73,6.01,2.30,5.49,4.73,5.96,3.34,6.24,1.83,6.72,
February,0.92,0.41,3.77,8.87,0.91,5.62,2.18,4.76,3.12,1.57,1.08,
March,3.41,2.24,4.05,2.42,1.98,1.06,0.59,5.04,2.74,0.27,1.46,
April,5.00,0.99,4.68,4.09,3.98,3.26,4.08,2.47,1.79,0.83,2.98,
May,1.98,2.41,0.69,2.08,6.58,4.32,2.39,1.40,1.95,3.42,2.72,
June,2.66,0.54,1.02,0.57,2.18,0.04,3.32,2.86,3.05,1.86,0.87,
July,6.41,0.40,5.46,0.82,4.18,2.82,1.45,3.45,1.72,1.78,2.55,
August,1.58,2.02,3.94,3.09,2.81,3.61,0.94,3.82,3.86,1.86,4.12,
September,1.23,0.92,2.34,4.64,5.28,4.61,0.88,6.19,2.37,0.41,4.20,
October,4.78,0.94,1.79,7.82,5.68,4.95,3.84,3.19,7.94,5.54,3.07,
November,2.13,2.88,2.69,2.66,4.39,3.58,12.39,4.01,4.60,12.48,6.35,
December,4.77,2.26,6.19,5.16,9.66,3.93,0.56,4.54,3.69,10.48,5.38,
Total,41.03,20.74,42.63,44.52,53.12,42.53,38.58,45.07,43.07,42.33,41.50,
Calc annual,41.03,20.74,42.63,44.52,53.12,42.53,38.58,45.07,43.07,42.33,41.50,
Difference,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,
