BROMLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ4011569172,Long,0.013004245,Lat,51.404276,Elevation,213,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,1.98,2.86,0.9,2.43,1.35,2.05,1.3,1.6,1.07,4.1,4.19,2.43,4.2,2.25,2.93,2.48,5.03,1.52,1.92,1.74,1.84,2.76,0.87,0.91,2.73,1.91,0.96,1.34,3.09,3.72,1.34,2,2.29,1.86
February,,,,,,,,4.01,1.33,0.47,0.85,1.45,0.47,1.71,0.19,2.69,1.62,4.09,0.72,1.27,1.62,1.85,0.72,1.44,0.8,1.24,2.53,1.68,1.65,0.98,4.2,6.7,1.06,1.52,2.04,1.6,0.41,2.83,2.33,0.09,1.75
March,,,,,,,,1.89,1.86,0.02,1.35,0.25,1.41,2.24,2.14,0.5,1,3.3,0.66,1.31,3.3,2.94,2.23,0.28,0.05,1.09,1.32,5.23,0.95,0.71,0.79,2.84,2.83,0.49,1.91,1.11,1.08,0.88,1.77,1.73,1.89
April,,,,,,,,1.6,1.63,1.23,1.45,3.72,1.72,0.64,2.1,2.45,1.49,2.23,0.21,2.48,1.85,1.33,1.15,1.2,1.28,1.07,2.05,1.76,1.48,1.56,3.21,2.44,1.11,2.25,0.51,0.27,1.23,0.21,1.45,1.89,0.51
May,,,,,,,,1.32,2.36,1.28,3.88,3.13,3.58,1.89,0.69,1.37,0.39,2.53,1.34,2.06,1.16,1.85,3.07,2.32,0.4,2.35,3.86,1.06,2.35,1.54,1.34,2.17,1.85,1.87,1.8,4.33,0.45,1.11,1.7,1.04,1.88
June,,,,,,,,3.65,2.2,0.77,1.2,1.65,0.88,1.53,0.83,3.33,2.93,2.05,0.57,1.04,0.93,2.2,1.04,1.48,2.13,1.62,1.89,2.73,1.82,0.71,1.58,1.1,1.55,1.85,4.13,1.97,3.27,0.82,4.41,0.91,1.28
July,,,,,,,,2.6,2.11,1.97,2.16,2.85,2.94,1.77,2.83,0.89,2.81,0.44,1.57,2.71,2.95,2.38,2.2,1.72,1.3,3.14,1.93,1.54,1,0.84,2.31,2.38,0.71,3.49,2.73,0.07,3.81,3.08,1.92,1.01,3.13
August,,,,,,,,3.58,2.58,1.82,3.4,5.53,1.08,0.52,1.54,2.07,0.42,2.33,2.35,3.04,0.06,4,2.45,1.18,2.9,1.57,4.83,0.12,4.78,1.14,1.28,3.11,3.37,1.38,3.11,1.22,2.79,3.97,3.33,1.07,4.01
September,,,,,,,,4.43,0.7,0.1,3.34,1.44,1.6,2.34,1.15,2.87,2.28,1.46,2.24,1.17,1,0.69,2.07,2.05,2.74,1.42,2.64,1.2,1.25,0.66,2.75,2.14,3.32,2.54,1.7,2.24,2.21,2.72,5.12,0.07,4.28
October,,,,,,,,1.13,3.96,3.15,1.2,0.66,5.4,1.5,1.56,2.93,2.27,2.77,2.39,6.9,2.08,0.62,3.9,2.8,3.48,2.26,1.03,0.13,1.84,5.61,0.33,0.89,2.62,4.29,1.67,3.54,0.84,1.68,2.83,2.1,5.4
November,,,,,,,,2.57,1.94,5.51,4.28,2.48,0.8,0.88,2.8,3.94,3.54,1.53,2.85,4.3,7.07,2.98,2.05,1.16,3.71,0.19,3.36,1.07,1.63,2.47,5.02,5.3,3.75,1.09,4.92,0.65,0.72,3.12,1.71,3.12,3.94
December,,,,,,,,3.95,2.85,5.44,1.59,0.54,0.47,0.45,5.01,2.97,2.54,3.88,2.45,1.17,1.18,2.3,2.27,1.65,2.01,2.91,2.94,2.6,2.97,1.2,1.45,2.2,2.14,0.79,1.58,1.94,2.88,1.82,2.73,3.91,2.66
Total,,,,,,,,32.71,26.38,22.66,27.13,25.05,22.4,16.77,22.44,27.08,25.39,30.8,19.78,31.65,25.45,26.07,25.63,22.31,22.32,20.78,30.12,20.96,24.48,18.29,25.17,34,26.22,22.52,27.44,22.03,23.41,23.58,31.3,19.23,32.59
