BROMLEY,,,,,,,,,,,,
Grid ref,TQ399693,Long,0.009966,Lat,51.405479,,,,,,,
Station no,398,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.73,1.91,0.96,1.34,3.09,3.72,1.34,2.00,2.29,1.86,,
February,6.70,1.06,1.52,2.04,1.60,0.41,2.83,2.33,0.09,1.75,,
March,2.84,2.83,0.49,1.91,1.11,1.08,0.88,1.77,1.73,1.89,,
April,2.44,1.11,2.25,0.51,0.27,1.23,0.21,1.45,1.89,0.51,,
May,2.17,1.85,1.87,1.80,4.33,0.45,1.11,1.70,1.04,1.88,,
June,1.10,1.55,1.85,4.13,1.97,3.27,0.82,4.41,0.91,1.28,,
July,2.38,0.71,3.49,2.73,0.07,3.81,3.08,1.92,1.01,3.13,,
August,3.11,3.37,1.38,3.11,1.22,2.79,3.97,3.33,1.07,4.01,,
September,2.14,3.32,2.54,1.70,2.24,2.21,2.72,5.12,0.07,4.28,,
October,0.89,2.62,4.29,1.67,3.54,0.84,1.68,2.83,2.10,5.40,,
November,5.30,3.75,1.09,4.92,0.65,0.72,3.12,1.71,3.12,3.94,,
December,2.20,2.14,0.79,1.58,1.94,2.88,1.82,2.73,3.91,2.66,,
Total,34.00,26.22,22.52,27.44,22.03,23.41,23.58,31.30,19.23,32.59,,
Calc annual,34.00,26.22,22.52,27.44,22.03,23.41,23.58,31.30,19.23,32.59,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
