RASTRICK NR HUDDERSFIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE137214,Long,,Lat,,Elevation,410,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,,,,,,0.5,2.26,3.92,0.54,1.73,5.88,1.3,2.27,3.96,2.68,5.14,2.96,3.08,,3.7,1.97,1.94,4.26,2.07,4.29,2.77,2.29,0.24,0.72,3.12,5.52,4.93,1.75,4.48,1.76,1.14,1.25,5.04,2.23,1.91,1.4,3.06,3.34,0.72,2.76,1.07,5.45
February,,,,,,,,,0.52,1.34,1.28,3.28,0.58,1.43,2.13,2.05,4.4,2.19,2.02,4.13,1.68,,3.52,0.85,1.13,2.03,3.53,3.83,1.07,2.73,0.26,4.77,2.01,3.05,2.53,2.77,0.52,0.62,0.75,1.51,0.75,0.05,2.53,3.42,4.88,0.44,0.88,2.44,1.64,1.77
March,,,,,,,,,1.88,3.82,2.83,5,4.85,0.63,3.05,0.85,1.46,2.1,2.77,1.65,2.63,,2.44,1.97,1.29,0.51,3.51,2.36,1.08,1.67,0.69,4.4,1.61,1.46,1.63,1.51,2.69,2.02,4.11,3.16,2.38,1.65,0.99,0.65,2.9,2.4,3.84,3.49,1.18,1.44
April,,,,,,,,,3.22,4.62,1.19,1.63,3.73,1.44,1.73,1.57,1.33,3.47,1.53,1.29,0.65,,2.97,0.42,1.68,0.85,2.23,2.94,1.57,2.68,1.77,1.23,4.15,2.89,1.72,1.58,2.73,0.82,2.48,3.11,1.18,1.85,1.4,1.46,2.65,2.16,1.22,1.96,2.04,2.65
May,,,,,,,,,2.55,0.31,2.48,0.66,3.87,2.46,2.25,2.57,1.06,2.36,0.96,4.92,1.15,,1.74,1.63,1.17,2.34,0.95,3.44,4.92,1.7,2.53,1.32,1.19,0.71,1.49,2.43,5.22,1.7,0.51,3.23,2.3,2.84,3.36,1.71,1.53,0.44,0.39,0.96,2.64,2.71
June,,,,,,,,,5.33,2.86,4.94,2.08,1.87,5.86,1.68,1.14,4.52,1.72,0.41,0.6,2.06,,4.04,0.75,0.84,2.95,2.95,1.67,2.61,4.63,3.19,1.79,4.87,4.31,0.92,3.45,0.96,0.19,2.41,0.68,2.24,2.17,3.98,2.12,3.08,3.6,2.93,3.87,2.55,1.15
July,,,,,,,,,1.58,2.41,1.5,5.03,2.51,1.58,0.87,2.87,5.3,4.02,0.36,0.48,0.51,,4.49,2.19,3.24,6.76,2.34,2.68,1.12,5.2,5.73,2.9,3.53,3.41,3.62,0.89,5.22,1.66,4.51,3.53,1.83,2.32,1.88,3.07,2.74,5.98,1.31,0.68,0.94,1.59
August,,,,,,,,,2.09,5.65,3.98,1.34,1.96,2.79,1.28,4.39,4.18,2.35,2.67,1.24,1.46,,3.25,2.51,2.47,3.29,2.7,4.07,7.57,4.51,1.72,4.51,1.62,1.87,1.35,0.82,0.92,1.59,2.45,3.02,4.83,4.3,1.74,1.06,2.99,1.58,1.08,2.37,3.49,1.85
September,,,,,,,,,2.91,3.5,2.22,4.02,3.12,4.46,2.76,0.22,5.71,2.01,3.45,4.56,1.37,,4.94,2.6,2.35,2.65,4.82,3.71,3.07,3.1,4.12,2.72,1.76,5.78,1.97,2.76,1.78,3.12,0.73,1.43,1.12,2.5,2.4,1.75,0.64,0.95,5.03,2.77,0.28,5.59
October,,,,,,,,,4.05,3.16,3.27,0.98,5.82,5.4,3.48,5.77,2.38,2.48,4.07,1.65,8.95,,4.05,2.03,3.44,4.46,3.39,3.75,3.13,1.14,4.6,3.78,3.82,3.75,1.58,5.98,5.06,2.4,1.06,4.34,1.07,4.86,6.69,2.17,4.72,2.74,3.78,1.66,3.69,3.13
November,,,,,,,,,1.23,2.27,3.25,4.19,0.94,1.34,2.76,2.86,5,1.25,1.83,2.56,2.45,,4.84,1.83,3.08,4.04,3.73,4.18,2.26,1.44,2.83,3.22,4.32,3.29,1.54,1.74,2.18,1.85,6.97,0.86,3.07,2.61,1.92,1.34,1.5,3.3,1.2,2.17,2.53,1.22
December,,,,,,,,,2.13,3.54,2.51,1.84,1.97,2.03,1.6,1.43,5.06,1.16,8.18,4.54,3.25,,3.46,0.56,2.14,1.35,7.22,3.07,1.8,2.13,3.37,3.01,5.31,1.24,3.74,1.18,4.74,2.05,1.97,1.84,0.76,6.46,0.87,3.49,2.06,3.6,3.21,4.39,3.15,1.55
Total,,,,,,,,,27.99,35.74,33.37,30.59,32.95,35.3,24.89,27.99,44.36,27.79,33.39,30.58,29.24,,43.44,19.31,24.77,35.49,39.44,39.99,32.97,33.22,31.05,34.37,37.31,37.28,27.02,26.86,36.5,19.78,29.09,27.96,26.57,33.84,29.67,23.64,32.75,30.53,25.59,29.52,25.2,30.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882 Aug 1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Observers - Alfred then J Clay lived at the Crow Trees next to their Crow Trees Mill, woolen mills",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
