"BLAIRINGONE [DOLLAR]",,,,,,,,,,,,
Grid ref,NS990969,Long,-3.627519,Lat,56.154049,,,,,,,
Station no,5465,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.41,2.47,2.84,6.97,2.84,1.38,4.66,2.66,4.03,4.72,,
February,3.01,1.12,1.79,6.13,3.44,1.64,2.26,3.24,2.43,1.71,,
March,1.22,2.26,1.94,6.40,1.88,4.56,2.93,3.70,3.96,3.79,,
April,2.17,2.23,1.77,1.09,4.16,2.73,1.85,1.46,1.08,3.95,,
May,2.60,1.81,1.99,2.09,3.31,2.64,5.84,3.64,2.13,3.63,,
June,3.37,2.51,2.06,3.63,1.56,0.72,1.92,5.21,1.60,1.70,,
July,4.11,1.31,3.48,5.77,2.33,3.36,2.17,3.45,3.42,3.26,,
August,4.24,4.91,2.81,6.12,5.43,3.33,7.12,5.48,4.20,3.98,,
September,3.49,2.20,2.60,3.31,3.43,1.30,2.23,1.91,6.77,2.66,,
October,5.49,3.63,1.82,8.52,1.75,2.62,5.85,6.76,2.20,4.64,,
November,5.16,2.80,2.51,1.85,1.32,5.55,4.69,2.28,3.48,1.36,,
December,6.10,4.28,3.53,2.67,4.49,3.24,2.09,5.35,2.13,6.19,,
Total,46.37,31.53,29.14,54.55,35.94,33.07,43.61,45.14,37.43,41.59,,
Calc annual,46.37,31.53,29.14,54.55,35.94,33.07,43.61,45.14,37.43,41.59,,
Difference,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
