NEW DEER SCHOOLHOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NJ886470,Long,-2.191936,Lat,57.513039,Elevation,397,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,,,3.56,3.19,1.8,1.76,3.45,2.53,1.36,1.26,1.97,1.71,1.39,2.53,1.17,3.03,3.1,1.32,4.11,1.49,3.6,2.88,5.09,1.47,1.65,5.18,2.85,2.18,0.93,3.76,2.24,3.11,2.44,1.8,3.49,1.78,2.71,2.01,2.76,4.17,5.04,2.91,4.37,1.4,4.81,5.26,3.72,2.64,4.94,1.37,,,,
February,,,,,,,,,,1.46,3.85,3.16,1.28,2.27,3.63,1.86,2.44,1.71,1.63,1.46,2.24,2.35,2.11,0.82,1.45,3.6,1.78,1.19,1.12,1.84,0.88,0.95,2.76,6.9,1.76,4.21,2.8,1.89,0.81,1.97,1.31,3.25,0.61,3.53,1.56,2.18,2.78,3.67,1.42,2.37,1.89,3.28,2.74,1.69,2.1,1.67,2.35,,,,
March,,,,,,,,,,2.17,2.2,2.54,1.89,0.99,2.41,3.89,1.75,1.37,3.65,4.65,1.01,1.3,3.38,2.93,3.3,2.81,2.56,2.34,1.5,2.32,2.75,2.44,2.25,1.23,1.77,2.23,1.49,1.86,2.55,0.59,1.52,0.95,4.32,2.34,1.74,2.2,1.1,3.34,0.99,2.86,2.38,2.27,1.13,0.8,1.99,0.76,1.75,,,,
April,,,,,,,,,,2.98,2.16,1.82,2.95,2.36,2.2,3.13,1.73,2.08,2.32,2.74,2.52,1.55,0.98,1.78,0.77,1.86,3.18,2.23,0.81,2.2,2.61,1.55,3.79,2.62,1.22,2.44,2.62,4.23,2.4,2.62,2.81,1.6,4.05,1.69,5.13,4.24,0.87,0.8,0.69,1.62,2.91,2.71,0.94,1.97,2.5,1.39,0.66,,,,
May,,,,,,,,,,2.07,1.03,1.38,2.89,2.58,2.48,1.33,4.23,2.16,1.37,2.08,2.66,2.55,3.18,3.7,2.2,0.96,3.64,1.4,1.15,0.66,4.59,1.95,1.48,6.66,4.48,2.61,2.38,3.05,1.63,2.07,1.02,2.77,1.88,0.58,2.43,1.71,1.24,1.49,3.18,0.97,1.4,2.66,2.07,4.69,2.7,3.03,3.22,,,,
June,,,,,,,,,,1.07,3.79,2.27,1.87,1.66,0.9,1.06,0.72,4.85,2.01,2.14,1.9,3.2,2.87,1.93,0.87,1.26,4.47,1.32,2.59,2.8,0.81,1.73,2.12,1.75,1.51,1.76,2.27,3.68,3.23,2.31,2.11,2.15,0.48,1.84,1.21,1.94,1.02,1.72,2.59,1.5,1.84,1.09,1.06,2.1,2.66,2.53,2.58,,,,
July,,,,,,,,,,2.65,4.88,3.62,4.42,5.08,1.53,3.49,2.04,2.01,2.39,2.77,2.28,2.82,1.24,0.76,5.54,2.82,1.92,1.91,6.42,1.57,2.35,,3.5,2.44,3.92,3.26,2.6,1.49,1.8,2.74,2.18,3.85,3.06,3.5,1.42,2.29,3.51,3.08,3.25,4.91,5.86,4.77,3.37,0.9,2.35,4.89,5.04,,,,
August,,,,,,,,,,0.66,3.23,3.71,2.99,3.81,2.74,3.77,2.59,3.46,2,2.79,3.54,1.32,4.5,1.25,1.72,2.39,2.2,4.4,3.1,2.59,2,,2.61,4.85,4.81,1.1,1.82,3.57,2.82,4.37,7.49,3.03,1.06,0.63,4.82,2.38,1.85,1.79,1.37,2.11,2.75,4.22,1.28,5.72,1.84,4.98,1.85,,,,
September,,,,,,,,,,1.5,2.13,1.67,1.86,2.62,3.29,2.41,1.52,1.18,3.29,3.6,1.23,1.48,2.12,2.77,2.38,2.48,1.61,1.9,6.43,5.06,2.85,,2.66,2.58,4.18,4.24,4.06,7.92,3.46,1.81,6.77,1.91,4.12,1.64,2.68,6.13,2.95,1.79,2.22,2.53,3.49,0.89,2.6,3.58,2.61,3.27,3.67,,,,
October,,,,,,,,,,0.64,3.81,3.09,2.24,5.52,1.85,6.84,5.69,6.11,1.31,3.68,2.03,2.89,3.96,1.08,2.57,4.32,5.63,5.65,1.96,4.36,2.43,1.49,1.77,3.87,2.63,3.31,6.68,5.38,3.04,5.14,4.61,2.24,8.08,5.43,4.63,3.75,2.28,2.5,3.57,4.37,2.89,5.73,5.13,2.22,4.11,4.23,0.45,,,,
November,,,,,,,,,,1.32,3.93,3.19,2.54,3.46,2,7.07,5.75,2.42,1.63,4.85,6.45,4.73,2.62,2.73,5.07,3.76,3.6,4.29,2.12,4.46,1.44,2.77,3.03,4.39,2.67,2.66,4.23,5.75,4.52,3.21,4.72,3.97,2.02,4.49,3.28,5.3,2.35,2.15,2.62,4.55,6.96,7.01,1.14,3.93,3.6,1.62,7.48,,,,
December,,,,,,,,,,4.92,3.32,4.01,3.75,2.28,2.79,0.84,3.53,2.73,3.72,2.74,3.79,5.63,1.41,3.27,4.4,6.87,3.96,1.77,2.9,4.8,2.66,2.36,2.12,4.4,2.34,2.92,1.78,2.44,4,6.49,3.42,2.21,1.36,2.64,5.34,4.01,1.66,3.85,3.3,2.58,2.6,1.18,2.46,1.06,3.18,5.31,3.33,,,,
Total,,,,,,,,,,25,37.52,32.26,30.44,36.08,28.35,37.05,33.25,32.05,27.03,34.89,32.18,30.99,31.4,26.12,31.59,37.24,36.04,32,32.98,37.75,26.84,,33.27,44.54,33.47,31.67,36.49,43.5,33.37,35.76,39.76,31.42,32.82,31.02,36.25,38.89,25.78,31.22,28.11,34.74,36.37,40.62,29.18,32.38,32.28,38.62,33.75,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1921 J.A,S deleted based on other staions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
