GOLDSBOROUGH HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE383560,Long,-1.417232,Lat,53.99862,Elevation,118,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,1.8,1.13,3.38,3.46,1.8,1.1,2.61,2.71,0.93,3.8,1.48,1.2,1.13,3.82,1.35,4.78,3.91,0.84,3.53,1.01,2.39,,,,,,0.59,2.1,2.02,2.42,2.03,5.18,1.93,4.27,1.94,1.45,1.98,1.7,1.95,3.77,3.05,3.18,4.36,
February,,,,,,,,3.02,1.63,1.46,5.17,2.07,1.34,2.44,3.65,1.5,2.01,2.03,1.81,0.7,2.66,1.46,1.94,0.87,1.5,3.25,3.51,0.67,,,,,,4.54,0.88,3.71,1.97,0.99,2.22,0.89,0.82,1.89,0.36,4.26,0.82,2.67,2.61,4.46,1.51,2.14,
March,,,,,,,,3.26,1.33,1.4,0.93,2.49,0.98,3.66,2.05,2.35,1.82,1.74,3.77,4.63,0.79,1.25,3.68,2.92,2.34,1.25,4.04,2.79,,,,,,1.78,1.35,0.94,0.89,1.58,2.62,0.38,2.41,0.88,1.79,,2.25,0.8,1.9,1.95,0.18,2.04,
April,,,,,,,,1.59,3.49,2.16,1.77,3.14,1.69,1.62,1.73,2.6,0.61,1.47,3.05,2.78,2.67,1.27,0.09,2.82,0.8,1.4,1.21,1.99,,,,,,1.59,1.57,3.26,1.06,1.53,0.82,1.02,3.07,2.93,2.14,1.28,3.12,2.11,1.66,3.26,0.06,1.09,
May,,,,,,,,1.49,2.44,3.8,1.44,0.83,2.42,4.69,3.4,0.73,2.97,3.64,2.92,1.81,2.35,1.07,3.48,1.64,1.17,1.57,2.5,1.54,,,,,,2.8,4.01,4.05,2.14,1.67,2.56,1.58,2.78,3.01,5.87,2.94,1.09,0.99,1.93,3.47,3.18,1.17,
June,,,,,,,,3.22,1.7,1.6,2.85,1.49,1.46,2.71,1.29,1.24,1.04,3.02,1.36,3.35,2.09,3.02,5.63,1.2,1.65,0.65,1.98,1.21,,,,,,0.97,1.67,0.01,3.1,2.59,4.43,1.7,1.7,4.41,0.49,1.64,1.79,2.65,4.56,1.03,2.57,2.12,
July,,,,,,,,0.4,0.87,1.57,2.91,1.44,2.67,3.45,1.94,1.74,1.89,2.05,2.78,3.13,3.11,0.38,4.02,0.98,3.81,4.59,1.52,1.19,,,,,,2.99,2.92,1.75,1.56,4.24,0.76,2.81,5.02,4.55,5.91,1.93,1.97,0.86,4.1,1.69,2.6,5.5,
August,,,,,,,,3.71,2.95,1.17,4.73,1.98,2.93,2.45,4.04,4.26,2.31,1.95,1.7,3.1,3.38,2.07,5.34,0.98,1.85,1.75,2.04,,,,,,,3.16,2.74,1.78,2.94,6.28,4.47,2.35,3.09,3.55,2.06,0.41,1.48,2.07,2.22,0.85,2.94,1.48,
September,,,,,,,,2.81,0.97,3.24,0.86,1.09,0.97,4.3,1.16,1.84,0.6,0.95,2.33,1.63,0.26,2.71,1.49,1.04,1.39,1.15,1.99,,,,,,,2.23,2.87,2.63,1.4,3.79,0.6,0.46,3.88,6.29,2.3,2.35,2.4,4.22,2.3,1.07,2.09,1.92,
October,,,,,,,,1.8,3.82,3.11,3.54,1.89,3.36,7.76,0.77,1.59,4.56,6.24,1.23,2.19,2.59,2.7,2.65,2.63,1.79,1.23,4.24,,,,,,,2.88,2.99,3,3.09,2.35,4.56,2.63,2,1.03,3.4,3.94,1.69,4.22,1.22,2.16,3.77,2.14,
November,,,,,,,,2.17,3.14,1.44,3.3,4.11,1.87,1.7,2.6,3.97,3.58,3,1.44,0.74,3,3.17,2.43,2.1,4.32,1.74,2.64,,,,,,,2.83,2.27,1.96,5.09,2.54,2.83,3.48,4.23,3.85,1.78,2.98,2.55,4.11,3.36,1.88,3.03,3.32,
December,,,,,,,,2.68,2.82,3.68,2.72,3.8,2.21,1.42,1.73,0.45,3.1,2.62,1.57,4.95,2.62,4.08,2.22,1.87,5.27,6.47,1.96,,,,,,,3.69,2.61,3.27,0.85,2.94,1.32,4.66,2.24,1.03,1.08,0.77,4.92,2.26,1.87,2.77,4.08,2.06,
Total,,,,,,,,27.95,26.29,28.01,33.68,26.13,23,38.81,27.07,23.2,28.29,30.19,25.16,30.14,29.34,24.53,37.75,22.96,26.73,28.58,28.64,,,,,,,30.05,27.98,28.38,26.51,32.53,32.37,23.89,35.51,35.36,28.63,,25.78,28.91,31.5,27.64,29.19,29.34,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933 March 1.84 and total estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
