BAGBOROUGH RECTORY,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2080,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.71,2.99,3.71,2.55,4.06,4.08,5.16,4.33,4.82,1.18,5.76,
February,1.17,0.20,3.75,7.58,0.44,3.55,2.33,3.61,3.09,1.04,1.02,
March,3.66,1.64,2.81,1.25,1.38,0.94,0.99,3.73,2.89,0.26,3.03,
April,3.82,0.98,3.51,2.34,3.15,2.13,2.43,1.53,2.12,1.35,3.32,
May,3.00,2.29,1.03,2.39,3.15,4.94,1.87,1.31,0.58,2.75,1.48,
June,2.15,0.56,0.75,0.78,3.52,0.02,3.19,2.48,2.39,2.54,0.75,
July,4.93,0.52,3.41,3.65,4.38,2.38,1.95,4.74,2.12,1.66,2.26,
August,1.40,1.94,3.20,2.00,4.33,4.23,1.70,3.47,2.51,3.29,3.00,
September,1.50,1.72,2.73,2.97,4.83,3.97,1.64,6.79,1.49,0.62,5.77,
October,3.01,1.10,1.92,5.69,5.92,3.36,5.06,2.58,5.69,5.63,3.50,
November,1.99,2.15,1.86,2.58,3.38,2.73,9.10,3.91,4.15,9.63,5.24,
December,3.44,2.72,5.63,3.42,4.77,5.01,0.62,3.02,3.64,8.37,4.79,
Total,34.78,18.81,34.31,37.20,43.31,37.34,36.04,41.50,35.49,38.32,39.92,
Calc annual,34.78,18.81,34.31,37.20,43.31,37.34,36.04,41.50,35.49,38.32,39.92,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
