"NEWPORT, TAYFIELD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5499,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.34,3.31,3.36,1.47,2.41,2.22,5.20,1.89,4.04,1.23,2.46,
February,1.90,0.44,2.34,4.73,0.89,2.97,4.79,1.29,2.01,2.09,1.55,
March,1.69,2.13,1.79,1.27,0.97,1.51,1.15,2.05,4.26,0.47,2.21,
April,1.39,1.15,1.79,2.45,1.83,2.88,1.93,0.97,0.91,1.38,2.06,
May,3.23,1.96,0.90,1.68,4.06,3.82,1.98,2.36,1.51,2.76,1.86,
June,0.79,0.41,1.90,0.76,1.90,0.60,3.92,2.32,4.60,1.53,1.91,
July,2.21,2.04,3.25,2.35,4.46,1.91,2.92,2.10,0.88,2.98,2.24,
August,3.85,3.30,1.98,5.02,2.73,1.95,2.46,5.60,5.49,3.62,7.05,
September,2.30,1.41,2.14,2.12,4.52,3.04,3.87,5.72,2.27,0.65,4.89,
October,2.43,2.24,1.67,2.20,4.25,2.15,4.98,4.97,3.69,2.78,2.73,
November,2.20,2.01,1.31,2.43,1.76,0.85,5.03,2.00,3.76,3.97,3.32,
December,3.27,1.31,1.55,2.92,3.72,2.27,0.36,2.26,2.85,3.94,2.79,
Total,27.60,21.71,23.98,29.40,33.50,26.17,38.59,33.53,36.27,27.40,35.07,
Calc annual,27.60,21.71,23.98,29.40,33.50,26.17,38.59,33.53,36.27,27.40,35.07,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
