MATLOCK-THE-GABLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK303604,Long,-1.548506,Lat,53.139895,Elevation,450,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR6136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,,,,5.31,2.9,2.66,2.29,3.21,5.36,0.94,2.68,1.3,5.02,5.97,2.61,1.75,3.45,4.29,1.52,4.98,1.2,1.84,1.75,3.85,1.33,6.28,5.99,2.03,4.12,1.57,3.38,2.75,
February,,,,,,,,,,,1.11,0.22,2.44,4.66,4.01,0.34,0.96,3.97,2.12,2.66,5.79,1.92,2.46,1.95,5.33,1.51,4.6,2.94,2.56,0.96,4.53,2.79,2.07,1.58,2.86,5.55,6.75,0.71,2.77,
March,,,,,,,,,,,2.2,2.08,1.47,0.38,2.79,3.05,3.75,3.93,1.68,1.69,0.9,3.79,2.44,5.06,2.58,4.39,2.7,1.91,3.75,4.84,0.88,1.79,5.08,5.51,3.38,1.13,5.59,2.7,1.52,
April,,,,,,,,,,,0.81,3.38,1.06,0.83,2.38,2.38,0.98,2.5,2.98,3.67,1.56,1.76,3.06,2.24,2.12,2.63,0.96,2.41,3.18,1.78,2.89,1.84,0.46,3.96,1.4,1.41,1.65,2.19,1.93,
May,,,,,,,,,,,2.37,4.18,4.37,3.23,2.63,0.42,0.3,1.38,2.61,3.13,1.76,1.34,3.73,3.27,1.75,1.05,2.32,3.87,2.97,2.11,2.92,1.63,2.92,2.54,2.1,1.39,2.29,1.81,2.39,
June,,,,,,,,,,,2.6,3.89,4.09,1.41,2.21,1.64,2.32,3.66,1.49,1.72,3.82,1.71,1.89,1.34,0.66,2.98,2.32,4.77,1.98,3.16,1.93,2.39,3.56,1.2,2.53,1.29,2.17,2.63,1.03,
July,,,,,,,,,,,3.02,2.36,2.71,3.23,2.95,4.06,1.32,1.18,1.28,1.35,4.07,3.68,2.31,3.83,2.48,1.28,1.59,2.43,2.96,3.61,3.18,0.08,5.51,0.97,3.99,4.5,2.28,1.86,3.53,
August,,,,,,,,,,3.36,3.66,4.98,2.81,1.74,2.31,2.53,2.51,3.23,3.21,1.07,5.08,1.77,3.42,5.68,4.56,4.85,2.06,2.93,4.33,2.7,5.33,1.53,6.6,2.27,2.19,2.6,2.21,6.31,2.58,
September,,,,,,,,,,2.5,1.66,2.15,2.69,1.68,0.53,0.73,6.75,3.01,0.79,4.3,1.61,1.27,1.85,4.28,2.18,1.97,0.94,0.67,2.74,2.36,0.6,2,1.39,1.9,1.57,0.68,1.41,1.46,6.82,
October,,,,,,,,,,5.41,1.5,5.37,4.89,1.82,4.29,4.27,4.34,1.38,3.82,3.21,3.49,2.48,3.68,7.82,0.77,1.56,7.26,5.91,1.27,5.44,3.1,2.93,3.7,3.69,3.17,2.19,4.56,4.58,1.6,
November,,,,,,,,,,1.45,5.54,4.25,2.27,1.64,2.38,5.37,1.95,3.46,4.01,1.8,3.06,4.12,3.31,2.4,2.03,4.83,3.68,3.51,1.73,0.85,6.15,3.91,2.61,3.52,4.57,4.02,4.8,1.81,2.22,
December,,,,,,,,,,2.5,1,5.93,1.63,4.66,2.79,4.07,5.93,5.06,3.51,3.02,5.4,8.58,2.85,1.98,2.22,0.76,2.96,3.42,2.48,7.22,6.86,7.2,3.65,1.39,7.55,7.36,3.54,2.22,5.83,
Total,,,,,,,,,,,30.78,41.69,33.09,27.57,32.48,34.22,32.05,35.44,28.8,32.64,42.51,35.03,32.75,43.3,30.97,29.33,36.37,35.97,31.79,36.78,42.22,29.42,43.83,34.52,37.34,36.24,38.82,31.66,34.97,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is The Gables. Altitudes match.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 months readings in 1889 on TYRain_1880-1889_8_pt3_33 WIRKSWORTH HOLLOWAY.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540m from MATLOCK-ROCKSIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
