CARLISLE CASTLETOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY348621,Long,-3.0194,Lat,54.9493,Elevation,25,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,,,,4.73,3.38,2.14,3.42,3.53,1.6,4.53,5.76,4,4.29,1.18,5.41,2.79,1.6,1.18,0.65,2.61,3.76,3.85,1.55,2.01,1.3,1.37,1.35,2.6,0.47,1.58,1.12,2.06,1.42,,,,
February,,,,,,,3.05,1.25,3.78,4.32,1.35,2.54,3.01,0.4,3.14,0.85,3.76,2.77,1.51,1.95,1.88,3.35,2.4,1.35,2,1.83,1.1,1.75,0.81,1.43,0.46,0.17,1.63,4.12,4.39,0.13,,,,
March,,,,,,,1.76,1.08,3.68,1.13,1.19,1.11,3.15,2.09,3.2,0.8,3.79,1.44,1.03,1.73,1.68,2.47,2.85,0.83,0.75,2.01,1.25,0.92,2.26,2.41,1.49,0.35,0.68,0.78,1.53,2.59,,,,
April,,,,,,,1.1,2.43,2,1.11,0.82,2.86,0.9,0.18,1.72,0.68,2.79,2.05,2.01,1.42,1.35,1.17,4.22,1.11,1.7,1.63,0.85,1.4,1.16,2.53,0.77,0.94,1.09,0.82,1.54,1.66,,,,
May,,,,,,,1.02,2.68,1.42,1.99,2.19,1.12,1.87,1.85,1.29,1.21,0.52,1.84,3.05,1.21,1.56,1.59,1.07,0.35,1.65,2.5,2.87,0.95,1.34,2,2.77,0.99,3.53,2.01,3.22,0.75,,,,
June,,,,,,,2.31,1.26,0.92,0.85,2.94,3.19,4.9,1.41,0.43,2.42,0.75,2.84,3.48,4.68,1.44,3.17,2.12,2.52,1.2,1.25,0.85,0.15,1.34,1.8,2.65,1.76,3.29,1.29,3.87,1.67,,,,
July,,,,,,,2.75,3.84,0.58,1.52,1.25,4.54,3.95,5.32,2.59,2.84,1.87,4.92,0.25,5.52,5.3,3.46,5.61,2.94,3.86,1.89,4.33,3.04,7.53,2.55,2.48,2.59,1.28,3.29,2.9,5.17,,,,
August,,,,,,,3.29,2.08,4.13,1.1,2.49,2.65,2.5,3.77,6.5,1.7,3.48,7,4.1,3.98,0.85,5.58,3.09,4.17,1.04,2.36,0.55,1.9,3.44,3.52,3,6.09,5.98,3.28,6.04,5.13,,,,
September,,,,,,,4.94,2.83,2.16,6.18,2.35,2.17,4.79,3.31,4.01,5.36,2.77,2.15,4.84,3.06,3.08,2.59,1.37,4.23,2.44,3.53,4.05,5.5,1.27,2.2,2.25,5.05,5.11,2.39,0.55,0.67,,,,
October,,,,,,,1.57,2.33,2.64,2.2,6.75,3.8,5.09,6.7,7.14,3.41,2.71,4.65,2.85,1.95,1.06,1.15,3.15,3.01,1.28,3.12,3.55,1.22,1.56,4.44,2.03,2.13,3.27,3.37,2.88,4.07,,,,
November,,,,,,,4.35,0.66,1.09,4.25,2.33,1.5,2.67,1.2,4.74,2.92,2.33,3.88,0.97,0.72,3.68,2.25,3.58,3.77,1.08,2.09,2.39,2.58,3.7,1.34,3.74,2.01,1.56,1.58,2.73,3.33,,,,
December,,,,,,,4.04,1.78,6.02,2.49,0.98,3.89,3.41,0.74,2.27,1.77,4.17,2.9,0.35,1.41,2.84,3.25,1.77,2.11,2.94,0.38,3.36,3.46,3.16,1.32,0.13,6.14,0.68,3.83,2.03,3.99,,,,
Total,,,,,,,34.91,25.6,30.56,30.56,28.17,30.97,40.77,32.73,41.03,28.25,30.12,41.85,27.23,29.23,25.9,30.68,33.84,30.15,23.79,24.14,27.16,24.17,28.94,26.89,24.37,28.69,29.68,27.88,33.74,30.58,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Mounsey family have owned the house since it was built in 1811. The NGR and altitude are from an OS map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
