"MILNROW, PIETHORNE KITCLIFFE - old gauge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD960123,Long,-2.061926,Lat,53.607242,Elevation,767,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,,,,3.45,0.23,,,,,5.7,4.01,3.94,2.52,2.99,0.9,6.19,4.74,3.49,4.45,2.05,5.08,3.53,1.37,0.54,0.58,3.62,4.44,4.98,2.3,3.93,1.42,0.97,1.84,4.94,3.31,1.9,1.7,4.43,3.01,1.99,1.78,3.44,6.52,6.9,2.53,2.89,4.8,4.57,2.27,6.22,1.85,3.83,2.75,5.64,1.87,4.14,4.05,3.79,6.66,3.93,3.21,3.3,5.38,4.77,6.98,3.87,4.23,3.4,3.82,,,,,
February,,,,,,,,,,,1.33,2.59,,,,,5.22,4.73,3.5,4.82,1.58,2.8,4.34,0.82,1.61,0.85,3.67,2.98,1.38,3.43,2.73,4.23,3.29,1.93,2.29,2.93,0.57,0.71,0.29,1.51,0.5,0.33,1.33,8.87,6.01,0.48,2.28,2.45,3.25,1.55,3.87,1.66,1.52,4.58,4.98,2.47,4.22,2.4,3.37,2.22,4.87,5.21,2.37,1.62,3.31,4.95,5.59,1.04,6.85,1.21,4.27,0.51,5.14,6.88,1.21,7.19,,,,,
March,,,,,,,,,,,3.15,2.42,,,,,1.84,1.88,3.99,0.94,2.31,0.9,2.94,1.89,3.39,0.6,3.59,2.17,1.58,2.01,3.16,3.12,3.41,0.43,1.88,1.79,2.42,1.29,1.95,1.71,2.65,1.26,0.41,1.9,4.29,3.82,5.43,4.94,1.62,2.75,0.71,4.08,2.62,6.3,2.7,4.73,3.98,3.57,3.25,3.53,1.03,2.29,6.26,5.74,5.73,1.99,3.27,2.86,2.07,5.29,3.75,3.69,3.42,2.48,1.86,1.68,,,,,
April,,,,,,,,,,,1.39,1.87,,,,,1.52,5.28,1.72,1.79,1.95,2.84,3.4,0.33,1.35,1.35,2.81,1.74,1.44,2.35,2.12,1.6,3.45,1.46,1.31,1.43,2.23,1.02,1.67,1.58,0.92,1.23,0.95,0.55,1.88,2.42,1.61,3.6,2.37,3.66,2.95,2.95,2.09,2.65,3.32,3.78,1.8,2.72,2.45,4.23,3.57,2.83,1.22,5.45,1.62,1.86,2.73,2.13,1.49,1.89,5.7,1.56,3.27,3.8,2.09,2.91,,,,,
May,,,,,,,,,,0.27,2.86,1,,,,,1.78,2.68,1.36,3.21,1.54,1.46,1.42,2.52,1.42,2.17,1.23,3.03,3.73,2.56,2.32,4.75,2.22,0.71,1.52,1.62,3.1,1.25,0.62,1.5,2.44,2.77,3.47,2.21,2.75,0.73,0.59,1.72,3.54,3.42,1.8,1.99,2.95,4.06,3.62,0.76,3.61,4.26,2.53,2.44,2.76,2.06,3.5,3.62,2.66,2.46,3.05,2.09,2.4,1.8,6.73,2.84,1.24,4.12,5.72,4.75,,,,,
June,,,,,,,,,,2.66,6.46,2.05,,,,,5.04,1.87,0.37,1.14,2.02,2.98,5.32,1.92,1.64,3.57,3.26,2.64,3.25,7.26,2.25,1.97,7.5,4.57,0.81,2.36,1.4,0.15,1.81,0.55,3.11,0.68,2.28,2.12,3.36,4.59,2.63,3.56,2.74,1.77,5.71,2.97,1.51,1.91,1.22,3.08,1.42,8.65,2.29,2.45,5.32,3.34,5.4,2.75,3.35,0.95,2.82,2.26,1.34,1.97,2.75,0.3,2.81,0.93,3.29,0.06,,,,,
July,,,,,,,,,,1.86,2.03,2.89,,,,,3.41,5.36,0.38,1.62,0.78,3.42,4.11,5.08,2.03,5.45,3.65,4.99,0.78,5.99,6.42,3.33,7.35,2.61,3.76,1.41,5.08,1.61,4.66,2.82,2.43,2.95,2.47,2.71,2.91,7.14,2.39,1.56,1.58,1.72,3.46,2.43,2.72,4.73,2.02,2.84,2.6,3.4,5.88,5.82,4.79,0.55,4.95,1.27,4.69,5.27,2.79,2.12,4.64,2.21,10.04,2.14,5.54,5.57,4,2.83,,,,,
August,,,,,,,,,,6.52,3.71,4.03,,,,,5.38,2.39,3.42,1.9,1.94,1.32,3.5,4.59,5,2.48,4.18,4.01,5.06,7.25,1.83,4.36,3.22,2.87,1.9,1.23,2.07,1.22,3.26,4.86,4.58,7.76,3.56,2.37,3.85,5.19,2.88,4.41,6.07,2.05,6.07,2.51,3.33,5.9,5.24,5,4.62,4.11,3.89,3.57,6.16,3.18,7.27,2.55,3.7,5.08,3.75,8.12,3.29,3.66,3.08,6.34,5.59,5.54,6.22,4.02,,,,,
September,,,,,,,,,,4.79,3.25,3.96,,,,,7.8,3.27,1.99,5.89,2.64,3.9,5.92,3.1,3.94,4.51,3.7,2.6,4.61,4.06,4.35,2.59,2.6,4.79,2.19,4.62,3.37,4.59,1.27,1.83,1.24,2.07,4.69,3.74,0.3,1.92,7.44,4.49,0.86,6.43,1.62,1.06,2.4,6.22,2.01,3.56,1.65,1.01,4.46,2.95,0.26,3.84,1.57,1.9,2.84,0.98,2.66,2.41,12.65,2.04,2.95,1.4,3.57,4.4,5.69,3.58,,,,,
October,,,,,,,,,,3.71,6.14,3.45,,,,,3.33,4,6.1,3.87,8.81,4,4.95,6.1,4.66,4.78,3.74,5.23,3.62,2.58,1.56,3.04,3.75,5.26,1.94,4.19,4.66,1.81,1.66,3.2,2.29,5.37,6.58,4.82,5.34,4.17,5.54,2.18,5.24,4,5.89,3.44,5.33,9.47,2.05,4.06,8.32,7.09,2.23,6.59,4.05,3.4,5.04,2.33,2.75,2.43,8.25,7.71,3.9,3.18,1.8,3.93,1.16,5.88,6.76,6.44,,,,,
