LONDONDERRY ASYLUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IC4379018291,Long,-7.316239,Lat,55.010338,Elevation,38,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,,,,,2.31,0.72,2.98,,,,,,,,,,,,,3.27,2.45,1.39,2.43,4.38,4.36,3.46,2.87,,,,,,,
February,,,,,,,,,,,2.59,3.85,3.16,,,,,,,,,,,,,0.67,2.74,3,6.18,1.89,2.78,1.97,1.33,,,,,,,
March,,,,,,,,,,,1.99,3.39,,,,,,,,,,,,,,3.64,5.2,6.13,2.35,1.35,1.15,3.64,1.83,,,,,,,
April,,,,,,,,,,,3.75,1.45,2.62,1.3,,,,,,,,,,,,1.88,2.61,2.36,4.39,4.85,2.52,2.88,1.86,,,,,,,
May,,,,,,,,,,,1.46,1.76,,,,,,,,,,,,,,0.82,0.91,2.71,3.79,3.06,2.89,1.4,3.61,,,,,,,
June,,,,,,,,,,,2.91,3.75,,,,,,,,,,,,,,1.98,3.45,5.41,2.8,2.01,4.17,3.42,1.18,,,,,,,
July,,,,,,,,,,,7.28,2.82,,,,,,,,,,,,,,4.22,4.47,2.12,0.55,2.26,3.14,1.26,3.04,,,,,,,
August,,,,,,,,,,,1.49,2.86,,,,,,,,,,,,,,4.87,3.27,4.63,5.19,1.9,4.18,5.55,2.9,,,,,,,
September,,,,,,,,,,,2.53,2.07,,,,,,,,,,,,,,1.56,4.7,2.36,4.14,4.24,3.25,3.01,3.04,,,,,,,
October,,,,,,,,,,,1.45,3.71,,,,,,,,,,,,,,6.8,4.65,3.79,3.77,1.11,5.59,3.24,2.41,,,,,,,
November,,,,,,,,,,1.65,5.55,4.34,,,,,,,,,,,,,,3.33,1.28,2.8,4.62,3.47,4.98,4.38,2.61,,,,,,,
December,,,,,,,,,,2.26,3.87,3.88,,,,,,,,,,,,,,4.59,3.8,5.58,5.02,5.78,6.11,4.2,3.68,,,,,,,
Total,,,,,,,,,,,37.18,34.6,,,,,,,,,,,,,,37.63,39.53,42.28,45.23,36.3,45.12,38.41,30.36,,,,,,,
